SECTION,SECTION NAME,PART,SUBSECTION,SUBSECTION NAME,DESCRIPTION
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.4-C,ACTION SUBMITTALS,"C. Samples for Initial Selection: 
1. For finishes involving surface treatment, paint or color selection. PAGE : 1066"
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.4-D,ACTION SUBMITTALS,"D. Samples for Verification: 
1. For exposed car, hoistway door and frame, and signal equipment finishes. 
2. Samples of sheet materials: 3"" (75 mm) square. 
3. Running trim members: 4"" (100 mm) lengths."
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.5-A,INFORMATIONAL SUBMITTALS,A. OSHPD deferred submittals to be provided.
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.6-A,CLOSEOUT SUBMITTALS,"A. Continuing Maintenance Proposal: 
1. Submit a continuing maintenance proposal from Installer to Owner, in the form of a standard five-year maintenance agreement, starting on date initial maintenance service is concluded. 
2. State services, obligations, conditions, and terms for agreement period and for future renewal options."
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.6-B,CLOSEOUT SUBMITTALS,"B. Record Documents: 
1. The following record documents shall be furnished upon completion and before final payment: a. Shop Drawings: 1) Complete sets of as installed plan and section layouts of hoistways, pits, overheads and equipment spaces, to include the following: a) Loads imposed on building structure. b) Details of equipment isolation. c) Required clearances around equipment. d) Machine room heat release/diversity factor. e) Power requirements. 2) Elevation Section of Hoistways: a) Overhead, pits and entrance details. 3) Elevator cabs. 4) Fixtures: a) Car fixtures. b) Hall fixtures. c) Remote fixtures. 5) Machine room heat release and power requirements. b. Wiring Diagrams: 1) Complete sets of as installed straight-line wiring diagrams, showing the electrical connections of all altered vertical transportation equipment, shall be furnished upon completion. 2) A legend sheet shall be furnished with each set of drawings containing the following information: a) Name and symbol of each relay, switch and other electrical or solid-state apparatus. b) Location on drawings, drawing sheets, number and area of switches and relays, etc., and location of all contacts. c) Location of apparatus whether on controller, hoistway or elevator cab. PAGE : 1067 c. Maintenance and Operating Manuals: 1) Description and sequence of operation of all equipment installed, including operating use for Building Personnel and tenants, as well as system troubleshooting manuals for technicians. 2) Maintenance instructions and procedures of all vertical transportation equipment installed, including parts lists, for each elevator system. 3) Lubrication charts indicating all lubricating points and type of lubricant recommended for all equipment. 4) Complete parts catalogs for all replaceable parts."
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.6-C,CLOSEOUT SUBMITTALS,"C. Tools: 
1. The following equipment shall be furnished upon completion and before final payment: a. The Elevator Contractor shall provide all the necessary tools, including laptop, hand-held devices, required software and manuals, required to troubleshoot, adjust, synchronize, calibrate, repair and maintain the vertical transportation systems, as well as perform all necessary procedures to perform all safety tests as required by code and local governing authority. b. Owner’s equipment and software shall be updated regularly to properly troubleshoot, adjust, synchronize, calibrate, repair, maintain and test the vertical transportation systems. All equipment and/or software shall be of the same version as issued to technicians maintaining the vertical transportation systems. c. The Elevator Contractor shall provide a backup copy of any software that resides on the troubleshooting tool. d. Upon cancellation of service agreement, the Elevator Contractor shall provide all updates indicated above."
"=""142400""",HYDRAULIC ELEVATORS,PART 1 - GENERAL,1.6-D,CLOSEOUT SUBMITTALS,"D. Keys: 
1. Four sets of keys to operate all keyed switches and locks shall be furnished upon completion. 
2. Keys shall be properly tagged. 
3. All keying shall be arranged with the Contractor."
"=""220516""",EXPANSION FITTINGS AND LOOPS FOR PLUMBING PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""220516""",EXPANSION FITTINGS AND LOOPS FOR PLUMBING PIPING,PART 1 - GENERAL,1.3-B,ACTION SUBMITTALS,"B. Delegated-Design Submittal: For each anchor and alignment guide, including analysis data, signed and sealed by the qualified professional engineer responsible for their preparation. 
1. Design Calculations: Calculate requirements for thermal expansion of piping systems and for selecting and designing expansion joints, loops, and swing connections. 
2. Anchor Details: Detail fabrication of each anchor indicated. Show dimensions and methods of assembly and attachment to building structure. 
3. Alignment Guide Details: Detail field assembly and attachment to building structure. 
4. Schedule: Indicate type, manufacturer's number, size, material, pressure rating, end connections, and location for each expansion joint."
"=""220516""",EXPANSION FITTINGS AND LOOPS FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Welding certificates.
"=""220516""",EXPANSION FITTINGS AND LOOPS FOR PLUMBING PIPING,PART 1 - GENERAL,1.5-A,CLOSEOUT SUBMITTALS,A. Maintenance Data: For expansion joints to include in maintenance manuals. PAGE : 1097
"=""220517""",SLEEVES AND SLEEVE SEALS FOR PLUMBING PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""220517""",SLEEVES AND SLEEVE SEALS FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Field quality-control reports.
"=""220518""",ESCUTCHEONS FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""22052312""",VALVES FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of valve. 
1. Certification that products comply with NSF 61and NSF 372."
"=""22052313""",BUTTERFLY VALVES FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of valve. 
1. Certification that products comply with NSF 61 Annex G and NSF 372."
"=""22052314""",CHECK VALVES FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of valve. 
1. Certification that products comply with NSF 61 and NSF 372."
"=""22052315""",GATE VALVES FOR PLUMBING PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of valve. 
1. Certification that products comply with NSF 61 and NSF 372."
"=""220529""",HANGERS AND SUPPORTS FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""220529""",HANGERS AND SUPPORTS FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-B,ACTION SUBMITTALS,"B. Shop Drawings: Signed and sealed by a qualified professional engineer. Show fabrication and installation details and include calculations for the following: 
1. Trapeze pipe hangers. 
2. Equipment supports."
"=""220529""",HANGERS AND SUPPORTS FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-C,ACTION SUBMITTALS,"C. Delegated-Design Submittal: For trapeze hangers indicated to comply with performance requirements and design criteria, including analysis data signed and sealed by the qualified professional engineer responsible for their preparation. 
1. Detail fabrication and assembly of trapeze hangers. 
2. Include design calculations for designing trapeze hangers. PAGE : 1139"
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include rated load, rated deflection, and overload capacity for each vibration isolation device. 
2. Include load rating for each wind-load-restraint fitting and assembly. 
3. Illustrate and indicate style, material, strength, fastening provision, and finish for each type and size of vibration isolation device and seismic-restraint component. 
4. Annotate types and sizes of seismic restraints and accessories, complete with listing markings or report numbers and load rating in tension and compression as evaluated by OSHPD. 
5. Annotate to indicate application of each product submitted and compliance with requirements. 
6. Interlocking Snubbers: Include ratings for horizontal, vertical, and combined loads."
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.4-B,ACTION SUBMITTALS,"B. Shop Drawings: 
1. Detail fabrication and assembly of equipment bases. 
2. Vibration Isolation Base Details: Detail fabrication including anchorages and attachments to structure and to supported equipment. Include adjustable motor bases, rails, and frames for equipment mounting."
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.4-C,ACTION SUBMITTALS,"C. Delegated-Design Submittal: 
1. For each seismic-restraint and wind-load protection device, including seismic- restrained mounting, pipe-riser resilient support, snubber, seismic restraint, seismic- restraint accessory, and concrete anchor and insert that is required by this Section or is indicated on Drawings, submit the following: a. Seismic-Restraint Selection: Select seismic restraints complying with performance requirements, design criteria, and analysis data. b. Riser Supports: Include riser diagrams and calculations showing anticipated expansion and contraction at each support point, initial and final loads on building structure, and seismic loads. Include certification by professional engineer that riser system was examined for excessive stress and that none exists. PAGE : 1152 c. Post-Installed Concrete Anchors and Inserts: Include calculations showing anticipated seismic loads. Include certification that device is approved by an NRTL for seismic reinforcement use. d. Seismic Design Calculations: Submit all input data and loading calculations prepared under ""Seismic Design Calculations"" Paragraph in ""Performance Requirements"" Article. e. Qualified Professional Engineer: All designated-design submittals for seismic calculations are to be signed and sealed by qualified professional engineer responsible for their preparation. 
2. Seismic-Restraint Detail Drawing: a. Design Analysis: To support selection and arrangement of seismic restraints. Include calculations of combined tensile and shear loads. b. Details: Indicate fabrication and arrangement. Detail attachments of restraints to restrained items and to the structure. Show attachment locations, methods, and spacings. Identify components, list their strengths, and indicate directions and values of forces transmitted to the structure during seismic events. Indicate association with vibration isolation devices. c. Coordinate seismic restraint details with wind-load restraint details required for equipment mounted outdoors. Comply also with requirements in other Sections for equipment mounted outdoors. 
3. Product Listing, Preapproval, and Evaluation Documentation: By OSHPD, showing maximum ratings of restraint items and the basis for approval (tests or calculations). 
4. All delegated-design submittals for seismic-restraint detail Drawings are to be signed and sealed by qualified professional engineer responsible for their preparation."
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.4-D,ACTION SUBMITTALS,"D. Riser Supports: Include riser diagrams and calculations showing anticipated expansion and contraction at each support point, initial and final loads on building structure, and seismic loads. Include certification that riser system was examined for excessive stress and that none exists."
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.5-A,INFORMATIONAL SUBMITTALS,"A. Coordination Drawings: Show coordination of seismic bracing for fire-suppression piping and equipment with other systems and equipment in the vicinity, including other supports and restraints, if any."
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.5-B,INFORMATIONAL SUBMITTALS,B. Qualification Data: For professional engineer and testing agency.
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.5-C,INFORMATIONAL SUBMITTALS,C. Field quality-control reports.
"=""220548""",VIBRATION AND SEISMIC CONTROLS FOR PLUMBING AND EQUIPMENT,PART 1 - GENERAL,1.5-D,INFORMATIONAL SUBMITTALS,"D. Seismic Qualification Data: Provide special certification for designated seismic systems as indicated in ASCE 7-16, Paragraph 13.2.2, ""Special Certification Requirements for Designated Seismic Systems"" for all Designated Seismic Systems identified as such on Drawings or in the Specifications. B PAGE : 1153 
1. Provide equipment manufacturer's written certification for each designated active fire-suppression system seismic device and system, stating that it will remain operable following the design earthquake. Certification must be based on requirements of ASCE/SEI 7 and AHRI 1270, including shake table testing per ICC- ES AC156 or a similar nationally recognized testing standard procedure acceptable to authorities having jurisdiction or ASCE 7-16. 
2. Provide equipment manufacturer's written certification that components with hazardous contents maintain containment following the design earthquake by methods required in ASCE 7-16. 
3. Submit evidence demonstrating compliance with these requirements for approval to authorities having jurisdiction after review and acceptance by a licensed professional engineer. 
4. The following fire-suppression system systems and components are Designated Seismic Systems and require written special certification of seismic qualification by manufacturer:"
"=""220553""",IDENTIFICATION FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product indicated.
"=""220553""",IDENTIFICATION FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-B,ACTION SUBMITTALS,B. Equipment Label Schedule: Include a listing of all equipment to be labeled with the proposed content for each label.
"=""220553""",IDENTIFICATION FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-C,ACTION SUBMITTALS,C. Valve numbering scheme.
"=""220553""",IDENTIFICATION FOR PLUMBING PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-D,ACTION SUBMITTALS,D. Valve Schedules: For each piping system to include in maintenance manuals.
"=""220719""",PLUMBING PIPING INSULATION,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. Include thermal conductivity, water-vapor permeance thickness, and jackets (both factory and field applied if any)."
"=""220719""",PLUMBING PIPING INSULATION,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Qualification Data: For qualified Installer.
"=""220719""",PLUMBING PIPING INSULATION,PART 1 - GENERAL,1.4-B,INFORMATIONAL SUBMITTALS,"B. Material Test Reports: From a qualified testing agency acceptable to authorities having jurisdiction indicating, interpreting, and certifying test results for compliance of insulation materials, sealers, attachments, cements, and jackets, with requirements indicated. Include dates of tests and test methods employed."
"=""220719""",PLUMBING PIPING INSULATION,PART 1 - GENERAL,1.4-C,INFORMATIONAL SUBMITTALS,C. Field quality-control reports.
"=""221116""",DOMESTIC WATER PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: 
1. Pipe and tube. 
2. Fittings. 
3. Joining materials. 
4. Transition fittings."
"=""221116""",DOMESTIC WATER PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. System purging and disinfecting activities report.
"=""221116""",DOMESTIC WATER PIPING,PART 1 - GENERAL,1.4-B,INFORMATIONAL SUBMITTALS,B. Field quality-control reports.
"=""221119""",DOMESTIC WATER PIPING SPECIALTIES,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""221119""",DOMESTIC WATER PIPING SPECIALTIES,PART 1 - GENERAL,1.5-A,INFORMATIONAL SUBMITTALS,A. Test and inspection reports.
"=""221119""",DOMESTIC WATER PIPING SPECIALTIES,PART 1 - GENERAL,1.6-A,CLOSEOUT SUBMITTALS PAGE  1204,"A. Operation and Maintenance Data: For domestic water piping specialties to include in emergency, operation, and maintenance manuals."
"=""221316""",WASTE AND VENT PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""221316""",WASTE AND VENT PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,"A. Seismic Qualification Certificates: For waste and vent piping, accessories, and components, from manufacturer. 
1. Basis for Certification: Indicate whether withstand certification is based on actual test of assembled components or on calculation. 
2. Detailed description of piping anchorage devices on which the certification is based and their installation requirements."
"=""221316""",WASTE AND VENT PIPING,PART 1 - GENERAL,1.4-B,INFORMATIONAL SUBMITTALS,B. Field quality-control reports.
"=""22131913""",SANITARY DRAINS,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""221413""",FACILITY STORM DRAINAGE PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""221413""",FACILITY STORM DRAINAGE PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Field quality-control reports.
"=""221423""",PIPING SPECIALTIES,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""22421313""",COMMERCIAL WATER CLOSETS,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes for water closets. 
2. Include rated capacities, operating characteristics, electrical characteristics, and furnished specialties and accessories."
"=""22421313""",COMMERCIAL WATER CLOSETS,PART 1 - GENERAL,1.4-A,CLOSEOUT SUBMITTALS,A. Operation and Maintenance Data: For flushometer valves and electronic sensors to include in operation and maintenance manuals.
"=""22421313""",COMMERCIAL WATER CLOSETS,PART 1 - GENERAL,1.5-A,MAINTENANCE MATERIAL SUBMITTALS,"A. Furnish extra materials that are packaged with protective covering for storage and identified with labels describing contents. 
1. Flushometer-Valve Repair Kits: Equal to 10 percent of amount of each type installed, but no fewer than six of each type. PAGE : 1248"
"=""22421316""",COMMERCIAL URINALS,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes for urinals. 
2. Include rated capacities, operating characteristics, electrical characteristics, and furnished specialties and accessories."
"=""22421316""",COMMERCIAL URINALS,PART 1 - GENERAL,1.4-A,CLOSEOUT SUBMITTALS,A. Operation and Maintenance Data: For flushometer valves and electronic sensors to include in operation and maintenance manuals.
"=""22421316""",COMMERCIAL URINALS,PART 1 - GENERAL,1.5-A,MAINTENANCE MATERIAL SUBMITTALS,"A. Furnish extra materials that are packaged with protective covering for storage and identified with labels describing contents. 
1. Flushometer-Valve Repair Kits: Equal to 10 percent of amount of each type installed, but no fewer than six of each type."
"=""22421613""",COMMERCIAL LAVATORIES,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes for lavatories. 
2. Include rated capacities, operating characteristics, electrical characteristics, and furnished specialties and accessories."
"=""22421613""",COMMERCIAL LAVATORIES,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Coordination Drawings: Counter cutout templates for mounting of counter-mounted lavatories.
"=""22421613""",COMMERCIAL LAVATORIES,PART 1 - GENERAL,1.5-A,CLOSEOUT SUBMITTALS,"A. Operation and Maintenance Data: For lavatories and faucets to include in operation and maintenance manuals. PAGE : 1260 
1. In addition to items specified in Section 01 7823 ""Operation and Maintenance Data,"" include the following: a. Servicing and adjustments of automatic faucets."
"=""22421613""",COMMERCIAL LAVATORIES,PART 1 - GENERAL,1.6-A,MAINTENANCE MATERIAL SUBMITTALS,"A. Furnish extra materials that match products installed and that are packaged with protective covering for storage and identified with labels describing contents. 
1. Faucet Cartridges and O-Rings: Equal to 5 percent of amount of each type and size installed."
"=""22421616""",COMMERCIAL SINKS,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes for sinks. 
2. Include rated capacities, operating characteristics, electrical characteristics, and furnished specialties and accessories."
"=""22421616""",COMMERCIAL SINKS,PART 1 - GENERAL,1.4-A,CLOSEOUT SUBMITTALS,"A. Operation and Maintenance Data: For sinks and faucets to include in operation and maintenance manuals. 
1. In addition to items specified in Section 01 7823 ""Operation and Maintenance Data,"" include the following: a. Servicing and adjustments for automatic faucets."
"=""22421616""",COMMERCIAL SINKS,PART 1 - GENERAL,1.5-A,MAINTENANCE MATERIAL SUBMITTALS,"A. Furnish extra materials that match products installed and that are packaged with protective covering for storage and identified with labels describing contents. PAGE : 1266 
1. Faucet Cartridges and O-Rings: Equal to 5 percent of amount of each type and size installed."
"=""224713""",DRINKING FOUNTAINS,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,"A. Product Data: For each type of drinking fountain and bottle filling station. 
1. Include construction details, material descriptions, dimensions of individual components and profiles, and finishes. 
2. Include operating characteristics, and furnished specialties and accessories."
"=""224713""",DRINKING FOUNTAINS,PART 1 - GENERAL,1.4-A,CLOSEOUT SUBMITTALS,A. Maintenance Data: For drinking fountains and bottle filling stations to include in maintenance manuals.
"=""230513""",Not Found,Not Found,Not Found,Not Found,Not Found
"=""230517""",SLEEVES AND SLEEVE SEALS FOR HVAC PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product indicated.
"=""230518""",ESCUTCHEONS FOR HVAC PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""230519""",METERS AND GAGES FOR HVAC PIPING,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""230519""",METERS AND GAGES FOR HVAC PIPING,PART 1 - GENERAL,1.3-B,ACTION SUBMITTALS,"B. Shop Drawings: 
1. Include diagrams for power, signal, and control wiring."
"=""230519""",METERS AND GAGES FOR HVAC PIPING,PART 1 - GENERAL,1.4-A,INFORMATIONAL SUBMITTALS,A. Product Certificates: For each type of meter and gage.
"=""230519""",METERS AND GAGES FOR HVAC PIPING,PART 1 - GENERAL,1.5-A,CLOSEOUT SUBMITTALS,A. Operation and Maintenance Data: For meters and gages to include in operation and maintenance manuals. PAGE : 1294
"=""230523""",VALVES FOR HVAC HYDRONIC PIPING,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,A. Product Data: For each type of valve. PAGE : 1302
"=""230529""",HANGERS AND SUPPORTS FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.5-A,ACTION SUBMITTALS,A. Product Data: For each type of product indicated.
"=""230529""",HANGERS AND SUPPORTS FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.5-B,ACTION SUBMITTALS,"B. Shop Drawings: Signed and sealed by a qualified professional engineer. Show fabrication and installation details and include calculations for the following: include Product Data for components: 
1. Trapeze pipe hangers. 
2. Equipment supports."
"=""230529""",HANGERS AND SUPPORTS FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.5-C,ACTION SUBMITTALS,"C. Delegated-Design Submittal: For trapeze hangers indicated to comply with performance requirements and design criteria, including analysis data signed and sealed by the qualified professional engineer responsible for their preparation. 
1. Detail fabrication and assembly of trapeze hangers including required bracing. 
2. Design Calculations: Calculate requirements for designing trapeze hangers including required bracing."
"=""230529""",HANGERS AND SUPPORTS FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.6-A,INFORMATIONAL SUBMITTALS,A. Welding certificates.
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.4-A,ACTION SUBMITTALS,"A. Product Data: For each type of product. 
1. Include rated load, rated deflection, and overload capacity for each vibration isolation device. 
2. Illustrate and indicate style, material, strength, fastening provision, and finish for each type and size of vibration isolation device and seismic-restraint component required. a. Tabulate types and sizes of seismic restraints, complete with report numbers and rated strength in tension and shear as evaluated by an agency acceptable to authorities having jurisdiction. b. Annotate to indicate application of each product submitted and its compliance with requirements. 
3. Interlocking Snubbers: Include ratings for horizontal, vertical, and combined loads."
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.4-B,ACTION SUBMITTALS,"B. Shop Drawings: 
1. Detail fabrication and assembly of equipment bases. Detail fabrication including anchorages and attachments to structure and to supported equipment. Include adjustable motor bases, rails, and frames for equipment mounting. 
2. Vibration Isolation Base Details: Detail fabrication including anchorages and attachments to structure and to supported equipment. Include adjustable motor bases, rails, and frames for equipment mounting."
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.4-C,ACTION SUBMITTALS,"C. Delegated-Design Submittal: For each vibration isolation and seismic-restraint device. 
1. Include design calculations and details for selecting vibration isolators, seismic restraints, and vibration isolation bases complying with performance requirements, design criteria, and analysis data signed and sealed by the qualified professional engineer responsible for their preparation. 
2. Design Calculations: Calculate static and dynamic loading due to equipment weight, operation, and seismic and wind forces required to select vibration isolators and seismic and wind restraints and for designing vibration isolation bases. a. Coordinate design calculations with wind load calculations required for equipment mounted outdoors. Comply with requirements in other Sections for equipment mounted outdoors. 
3. Riser Supports: Include riser diagrams and calculations showing anticipated expansion and contraction at each support point, initial and final loads on building structure, spring deflection changes, and seismic loads. Include certification that riser system was examined for excessive stress and that none exists. PAGE : 1325 
4. Seismic- and Wind-Restraint Details: a. Design Analysis: To support selection and arrangement of seismic and wind restraints. Include calculations of combined tensile and shear loads. b. Details: Indicate fabrication and arrangement. Detail attachments of restraints to the restrained items and to the structure. Show attachment locations, methods, and spacings. Identify components, list their strengths, and indicate directions and values of forces transmitted to the structure during seismic events. Indicate association with vibration isolation devices. c. Coordinate seismic-restraint and vibration isolation details with wind-restraint details required for equipment mounted outdoors. Comply with requirements in other Sections for equipment mounted outdoors. d. Preapproval and Evaluation Documentation: By an agency acceptable to authorities having jurisdiction, showing maximum ratings of restraint items and the basis for approval (tests or calculations)."
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.5-A,INFORMATIONAL SUBMITTALS,"A. Coordination Drawings: Show coordination of vibration isolation device installation and seismic bracing for HVAC piping and equipment with other systems and equipment in the vicinity, including other supports and restraints, if any."
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.5-B,INFORMATIONAL SUBMITTALS,B. Qualification Data: For professional engineer and testing agency.
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.5-C,INFORMATIONAL SUBMITTALS,C. Welding certificates.
"=""230548""",VIBRATION AND SEISMIC CONTROLS FOR HVAC,PART 1 - GENERAL,1.5-D,INFORMATIONAL SUBMITTALS,D. Field quality-control reports.
"=""230553""",IDENTIFICATION FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-A,ACTION SUBMITTALS,A. Product Data: For each type of product.
"=""230553""",IDENTIFICATION FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-B,ACTION SUBMITTALS,"B. Samples: For color, letter style, and graphic representation required for each identification material and device."
"=""230553""",IDENTIFICATION FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-C,ACTION SUBMITTALS,C. Equipment Label Schedule: Include a listing of all equipment to be labeled with the proposed content for each label.
"=""230553""",IDENTIFICATION FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-D,ACTION SUBMITTALS,D. Valve numbering scheme.
"=""230553""",IDENTIFICATION FOR HVAC PIPING AND EQUIPMENT,PART 1 - GENERAL,1.3-E,ACTION SUBMITTALS,E. Valve Schedules: For each piping system to include in maintenance manuals.
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.6-A,ACTION SUBMITTALS,"A. Sustainable Design Submittals: PAGE : 1347 
1. Air-Balance Report: Documentation indicating that Work complies with ASHRAE 62.1, Section 7.2.2 - ""Air Balancing."" 
2. TAB Report: Documentation indicating that Work complies with ASHRAE/IES 90.1, Section 6.7.2.3 - ""System Balancing."""
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.7-A,INFORMATIONAL SUBMITTALS,"A. Qualification Data: Within 30 days of Contractor's Notice to Proceed, submit documentation that the TAB specialist and this Project's TAB team members meet the qualifications specified in ""Quality Assurance"" Article."
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.7-B,INFORMATIONAL SUBMITTALS,"B. Contract Documents Examination Report: Within 30days of Contractor's Notice to Proceed, submit the Contract Documents review report as specified in Part 3."
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.7-C,INFORMATIONAL SUBMITTALS,"C. Strategies and Procedures Plan: Within 30 days of Contractor's Notice to Proceed, submit TAB strategies and step-by-step procedures as specified in ""Preparation"" Article."
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.7-D,INFORMATIONAL SUBMITTALS,"D. System Readiness Checklists: Within 30 days of Contractor's Notice to Proceed, submit system readiness checklists as specified in ""Preparation"" Article."
"=""230593""","TESTING, ADJUSTING, AND BALANCING FOR HVAC",PART 1 - GENERAL,1.7-E,INFORMATIONAL SUBMITTALS,"E. Submit a complete copy of the standard forms for testing and balancing. The forms shall serve as specific guidelines for producing the final test report. Data shall include, but not be limited to, a title page with building information, instrument lists, air flows, water flows, temperatures, sound levels, capacities, and nameplate data."
