Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
230835,AIR COILS,1.4,SUBMITTALS,General,"Submit shop drawings for all coils in compliance with Section 230010 requirements. Submittals shall include all 
performance data noted in schedules.", Submit shop
230835,AIR COILS,1.5,WARRANTY,Warranty,"Air Coils shall be guaranteed to achievea minimum of the capacity indicated on the respective schedules and 
shall havea minimum one year parts and labor warranty for material or workmanship defects. Division 01 
Warranty requirements apply to this section.", Air Coils
230856,AIR ROTATIONAL UNITS,1.3,BID REQUIREMENTS,Product Data,"The bid data shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedule(s). It is the responsibility of the supplier to highlight 
any variances the equipment has with the requirements of this specification. Information shall be provided in the 
same measurement units as indicated in the schedule(s). 

Product data shall also be included at time of bid, including dimensions, weights, capacities, component 
performance, electrical characteristics, casing construction details, section splits, gauges and material finishes. 
The bids shall provide independent fan curves for operating/design conditions [not fan tables], with specified 
operating/design points clearly plotted (include internal pressure drop calculation). 

The bids shall provide coil selection worksheets, clearly showing proper consideration for altitude, air density, 
glycol corrections and indicate coil tube fin and casing construction. 

The manufacturer shall submit preliminary manufacturers recommended installation instructions with bid. 

The manufacturer shall havea list of all exceptions to the specification at time of bid.", the bid data
230856,AIR ROTATIONAL UNITS,1.4,SUBMITTALS,General,"General: Refer to specifications 230010 and 230050 for additional requirements. 

Product data shall include dimensions, weights, capacities, certifications, component performance, electrical 
characteristics, casing construction details, wiring interconnections, gauges and material finishes. 

The submittal shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedules and drawings(s). It is the responsibility of the 
supplier to highlight any variances the equipment has with the requirements of this specification whether or not 
pre-approval has been obtained. Information shall be provided in the same measurement units as indicated in the 
schedules and drawings(s). 

The submittal(s) shall provide independent fan curves for operating/design conditions [not fan tables], with 
specified operating/design points clearly plotted. 

The submittal(s) shall provide coil selection worksheets, clearly showing proper consideration for altitude, air 
density, glycol corrections and indicate coil tube fin and casing construction. 

The submittal(s) shall provide filter information, including: initial (clean) APD, final (dirty) APD, dust spot 
efficiency, final dust holding capacity, filter media description, filter frame details, and filter removal details. 

The manufacturer shall submit sound power levels for both air handling unit inlet, outlet and radiated at rated 
capacity. 

The manufacturer shall submit electrical requirements for power supply wiring including wiring diagrams for 
interlock and control wiring, clearly indicating factory-installed and field-installed wiring. 

The manufacturer shall submit the manufacturers recommended installation instructions. 

Provide drawings of unit arrangement with dimensions for system and sections including utility connections. 
Omission of any of the above information will cause shop drawings to be immediately returned without review.", submittals
230856,AIR ROTATIONAL UNITS,1.6,WARRANTY,Warranty,"A warranty shall be provided by the manufacturer for the air handling unit(s). Sub-Contractor shall assume 
manufacturers warranty in its entirety, as if the equipment had been purchased by the Sub-Contractor. It shall 
be the responsibility of the Sub-Contractor, during the term of the warranty, to respond to reports of evident 
malfunction or failure, as though the equipment had been furnished by him, conduct the necessary diagnostic 
efforts, and if the malfunction is deemed by him to be the manufacturers warranty liability, to so resolve this 
responsibility with the manufacturer as the Owners agent.", SubContra
230856,AIR ROTATIONAL UNITS,3.5,EXTRA FILTER STOCK,Attic Stock,"The manufacturer will provide one extra set of pre-filters for each air handling unit. Install new filters at 
completion of air handling system work, and prior to testing, adjusting, and balancing work. Obtain receipt from 
testing and balancing Sub-Contractor that new filters have been installed.", manufacturer provide extra
230910,DUCTWORK ACCESSORIES,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated. 
Shop Drawings: Indicate installation details in ductwork and other construction. Provide wiring diagrams.", ductwork
230910,DUCTWORK ACCESSORIES,3.3,ADJUSTING AND CLEANING,Attic Stock,"Adjusting: Adjust ductwork accessories for proper settings, and adjust for proper action. 

Extra Stock 

Furnish extra fusible links to Owner, one (1) link for every 10 installed of each temperature range; obtain receipt.", Adjusting Adjust
230932,AIR OUTLETS AND INLETS,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated, include the following: 
Indicate materials of construction, finish, and mounting details; and performance data including throw 
and drop, static-pressure drop, accessories and noise ratings. 
It is the responsibility of any manufacturer providing submittals to verify in advance their performance criteria is 
similar to Basis of Design (BOD) manufacturer in the following criteria. 
General compatibility- style, construction, ceiling or wall integration, fastening, color and accessories. 
Performance: 
NC level shall be equal to or less than BOD 
Static and total pressure shall be equal to or less than BOD 
 
Isothermal throw data at 150/100/50 fpm shall be within plus or minus 5% of the BOD values for 
standard products. Air devices for labs and critical spaces shall be shown with cooling temperature 
differentials of 5/10/15 degrees and throws of 100/75/50/30 fpm. 
Data shall be presented by computerized selection software. Catalog charts and graphs are not acceptable 
unless the tabular data is rated within 10% of the BOD performance selected. 
Manufacturers not complying with all portions of requirements will be rejected and not subject to further 
review by the design professional.", BOD performance
230932,AIR OUTLETS AND INLETS,3.4,SPARE PARTS,Attic Stock,"Furnish to Owner, with receipt, three operating keys for each type of air outlet and inlet that require them.", Furnish
230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY..................................................................................................................................... 1,Warranty,PRODUCTS.......................................................................................................................................... 1, PRODUCT
230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY,Warranty,"The Warranty shall commence upon the date of shipment and extend fora period of 60 months for all 
airflow control devices and 36 months for all other control system components. 

PRODUCTS", The Warranty shall
230934,LABORATORY CONTROL SYSTEM,2.1.-2,LABORATORY AIRFLOW CONTROL SYSTEM,O&M Manuals,"Operation and maintenance manuals, including as-built wiring diagrams and component lists, shall be
provided for each training attendee.", training attende
230935,AIR CURTAIN,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, pressure drops,and electrical characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. 
Field quality-control test reports. 
Operation and Maintenance Data: Provide operation, and maintenance manuals.", Product Data Include
230972,PLANT UTILITIES SEQUENCE OF CONTROL,1.3,SUBMITTALS,General,"The following sequences shall be augmented as necessary by the Controls contractor and submitted either as part 
of the controls submittal or asa separate functional requirements specification for approval by the Engineer and 
Owner prior to commencing any programming.", the following sequence
260500,BASIC ELECTRICAL REQUIREMENTS,1.6,WARRANTIES AND GUARANTEES,Warranty,"In addition to warranties called for in other sections of these specifications, work shall be guaranteed against 
defect due to faulty installation, manufacture, and component design. Warranties and guarantees shall be fora 
period of not less than one year, beginning on the later date of final acceptance by Owners Representative, or 
equipment start-up. 

Upon written notice from the Owners Representative or Engineer, promptly remedy, without cost to the Owners 
Representative, any defects occurring or discovered during the guarantee period.", Upon written
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.1. Review Action 
 
The Contractor is responsible for all data and information on submittals, including quantities, sizes, dimensions, 
and compliance with the Drawings and Specifications. Checking by the Owners Representative is only for general 
conformance with the design concept of the project and general compliance with the information given in the 
 
Contract Documents. Any action shown is subject to the requirements of the Drawings and Specifications. 
Contractor is responsible for dimensions and quantities which shall be confirmed at the jobsite, and fabrication 
process and techniques of construction. 
 
Except for submittals for record, information for similar purposes, where action and return is required or 
requested, the Owners Representative will check each submittal, mark to indicate action taken, and return 
promptly. 
 
Compliance with specified characteristics is the Contractor's responsibility. 
", Owners Representative
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.2. Shop Drawings 
 
Submit information, drawn to accurate scale. Highlight, encircle, or otherwise indicate deviations from the 
Contract Documents. Do not reproduce Contract Documents (unless authorized by the Owners 
Representative/Engineer) or copy standard information as the basis of Shop Drawings. Standard information 
prepared without specific reference to the Project are not considered Shop Drawings. 
 
Shop Drawings include fabrication and installation drawings, setting diagrams, schedules, patterns, templates and 
similar drawings, and directions for installation of anchorages. Include asa minimum the following information 
on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included 
Compliance with specified standards 
Notation of coordination requirements 
Notation of dimensions established by field measurement 
Clearances for access and service 
", Shop Drawings
260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.3. Product Data 
 
Collect Product Data intoa single submittal for each element of construction or system. 
 
Where Product Data must be specially prepared because standard printed data is not suitable for use, submit as 
Shop Drawings. 
 
Product Data Information: Includes catalog cuts, sketches, or bulletins indicating performance characteristics, 
features of equipment, controls, instrumentation, valving, equipment dimensions, materials of construction, 
estimated weight of unit (shipping, installed, and operating), heat rejection load when operating, auxiliaries, 
specialties, or accessories furnished, roughing-in or anchor diagrams and templates, manufacturer's installation 
instructions, service clearance requirements, standard color charts, and wiring diagrams. 
 
Schematic Drawings shall include elevation and plan views, and indicate all connections, attachments, and details 
to indicate field required general details of assembly, etc. 
 
Wiring diagrams shall detail wiring for power, signal, and control systems, differentiating between manufacturer- 
installed wiring and field-installed wiring. 
 
Mark each copy to show applicable choices and options. Where printed Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. Include the 
following information with above product data: 
 
Manufacturer's printed recommendations 
Compliance with recognized trade association standards 
Compliance with recognized testing agency standards 
Application of testing agency labels and seals 
Notation of dimensions verified by field measurement 
Notation of coordination requirements", Product Data Col
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,"Show tabulations of each variable frequency controller. Include the following : -
i. Type of enclosure.
ii. Equipment weight.
iii. Input power supply requirements (volts/phase/amps).
iv. Output power characteristics.
v. HP range of motors drive is capable of driving.
vi. Short-circuit current rating (SCCR) of assembly.
vii. Converter pulse rate.
viii. Network communications I/O interface capabilities.
ix. Specified filters.", variable frequency controller
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,Test procedures used., Test procedures used
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,A complete listing of all programming parameters., Complete listing of
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,Wiring Diagram,"Schematic and Connection Wiring Diagrams : For power, signal, and control wiring for each 
installed variable frequency controller.

Qualification Data: For qualified testing agency.

Field Quality-Control Reports", Schematic Connection
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,General,Test results that comply with requirements., Test results comply
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,General,"Instructions on how to modify program settings, and modify the control program.", Instructions modify
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-3,SUBMITTAL REQUIREMENTS,O&M Manuals,"Results of failed tests and corrective action taken to achieve test results that comply with
requirements.

Operation and Maintenance Data: For each type of variable frequency controller include operation and
maintenance manual. In addition to items specified in Division 01 Section ""Operation and Maintenance Data"",
include the following:", failed tests correct
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-3,SUBMITTAL REQUIREMENTS,General,"Instructions on drive adjustment, trouble-shooting, and configuration.", Instructions drive
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-4,SUBMITTAL REQUIREMENTS,General,Instructions on process tuning and system calibration., Instructions process
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-5,SUBMITTAL REQUIREMENTS,General,"Routine maintenance requirements for variable frequency controller and all related
components.", Routine maintenance
260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-6,SUBMITTAL REQUIREMENTS,Warranty,Instructions on shutdown procedures and any special instructions for maintaining the warranty., Instructions shutdown
260500,BASIC ELECTRICAL REQUIREMENTS,1.8.-1,WARRANTY,Warranty,"Warranty Period : 12 months minimum, non-prorated warranty on all parts and labor. Warranty 
period shall begin on the date of project substantial completion or date the drives are put into
service by factory trained personnel required for startup and accepted by the Buyer, whichever
occurs later.", Warranty Period Month
260500,BASIC ELECTRICAL REQUIREMENTS,3.9,DEMONSTRATION,O&M Training And Demonstration,"Subsequent to wire and cable hook-ups, energize VFDs and test functioning for compliance with project 
requirements. Where necessary, correct malfunctioning units, and then retest for compliance. 

Training: The VFD supplier shall provide complete on-site training for the Owner's operating, maintenance and 
engineering personnel. Include in bid all costs for this service including, but not limited to, travel, lodging, and 
copies of training material. The trainer shall be factory certified by the VFD manufacturer. This training shall 
bea minimum of two (4) hours. Include in the traininga complete description on Theory of Operation, Operating 
Procedures, Functional and Operating Characteristics of Specific Logic Boards, Troubleshooting, Repair and 
Preventative Maintenance. A complete operations and maintenance manual shall be furnished with the training 
presentation.", training shall be
260500,BASIC ELECTRICAL REQUIREMENTS,3.1,REPORTS,Reports,"After energizing VFDs, submit copies of reports for all tests indicated above for review by the Engineer.", VFDs
260519,LOW VOLTAGE ELECTRICAL POWER CONDUCTORS AND CABLES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product., Product Data For
260523,CONTROL VOLTAGE ELECTRICAL POWER CABLES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product., Product Data For
260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of product. 
Include rated capacities, operating characteristics, furnished specialties, and accessories for each type of product 
indicated. 
Schedule heating capacity, length of cable, spacing, and electrical power requirement for each electric heating 
cable required. 
Shop Drawings: 
For each heating cable, include plans, sections, details, and attachments to other work. 
Include wiring diagrams for heating cable power, signal, and control wiring. 
Include panel information and details, wiring diagrams, load information, installation details. 
Operation and Maintenance Data: Provide heating cable and control system operation and maintenance manuals.", Shop Drawings
260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.9,WARRANTY,Special Warranty,"Special Warranty: Manufacturer agrees to repair or replace electric heating cable that fails in materials or 
workmanship within specified warranty period. 
Warranty Period: 10 years from date of Substantial Completion.", Special Warranty Manufacturer
260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-1,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) Power Connection Kits, The larger quantity
260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-2,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) End Seal Kits, The larger quantity
260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-3,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) Thermostats, Thermost
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-1,SUBMITTALS,General,Grounding arrangements and connections for separately derived systems., Grounding arrangements
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-1,SUBMITTALS,O&M Manuals,"Operation and Maintenance Data shall include instructions for periodic testing and inspection of
grounding features at ground rings based on NETA MTS and NFPA 70B:

a. Tests shall determine if ground-resistance or impedance values remain within specified
maximums, and instructions shall recommend corrective action if values do not.
b. Include recommended testing intervals.", a Test
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-2,SUBMITTALS,General,Ground electrodes., Ground electrodes
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-3,SUBMITTALS,General,Ground ring conductors., Ground ring
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-4,SUBMITTALS,General,Interconnection with building structural and foundation steel., Interconnection building
260526,GROUNDING AND BONDING FOR ELECTRICAL SYSTEMS,1.5.-6,SUBMITTALS,O&M Manuals,"Interconnection with lightning protection system.

Qualification Data: For testing agency and the testing agency's field supervisor.

Field quality control reports.

Operation and Maintenance Data: For grounding system components to be included in emergency, operation, and
maintenance manuals related to sensitive electronic equipment.", lightning protection system
260533,RACEWAYS,1.5,SUBMITTALS,Product Data,"Product Data: For surface raceways, wireways and fittings, floor boxes, hinged-cover enclosures, and cabinets.", Product Data For
260534,ELECTRICAL BOXES AND FITTINGS,1.4,SUBMITTAL REQUIREMENTS,Product Data,"Product Data: For each type of product including but not limited to materials, finishes, separators and 
miscellaneous components. 
Shop Drawings: For floor boxes, custom enclosures and cabinets. Include plans, elevations, sections, and 
attachment details. 
Coordination Drawings: 
Dimensioned floor box, and other in-slab box(es), location drawings. Included dimensioned plans using 
architectural floor plans, furniture system(s) floor plans, and structural floor plans. Indicate location of 
known underground utilities or structures. 
Dimensioned handhole, and other in-grade box(es), location drawings. Included dimensioned plans 
using architectural site plans, civil site plans, and structural site plans. Indicate location of known 
underground utilities or structures. 
Product Certificates: For concrete and steel used in precast concrete handholes, as required by ASTM C 858 and 
comply with BGE requirements.", Shop Drawings
260536,CABLE TRAYS FOR ELECTRICAL SYSTEMS,1.1,SUBMITTALS,Shop Drawings,"Shop Drawings: Layout floor plans and elevations showing cable tray system. Designate components and 
accessories including clamps, brackets, hanger rods, splice plate connectors, expansion joint assemblies, straight 
lengths, and fittings. Show accurately scaled components and spatial relationships to adjacent equipment. 
Show tray types, dimensions, and finishes. 
Factory Test Reports: Certified copies of factory test reports performed in conformance with NEMA Standard 
VE 1 on cable trays of types and size specified for this project.", Shop Drawings
262416,PANELBOARDS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of panelboard, switching and overcurrent protective device, surge protection device, 
accessory, and component indicated. Include dimensions and manufacturers' technical data on features, 
performance, electrical characteristics, ratings, and finishes. 
Shop Drawings: For each panelboard and related equipment, include: 
Dimensioned plans, elevations, sections, and details. Show tabulations of installed equipment features, 
and ratings. 
Detail enclosure types and details including mounting and anchorage, environmental protection, 
knockouts, corner treatments, covers and doors, and gaskets. 
Detail bus configuration, current, and voltage ratings. 
Qualification Data: For qualified testing agency. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Panelboard Schedules: For installation in panelboards. 
Operation and Maintenance Data: For panelboards and components to include in emergency, operation, and 
maintenance manuals.", panelboards
262416,PANELBOARDS,1.7,EXTRA MATERIALS,Attic Stock,"Provide pint of touch up paint for every ten (10) panelboards installed. 

Furnish extra materials that match products installed and that are packaged with protective covering for storage 
and identified with labels describing contents. 

Keys: Two (2) spares for each type of panelboard cabinet lock.", panelboards
262416,PANELBOARDS,1.9.-1,WARRANTY,Warranty,"Warranty Period : 18 months minimum 

Special Warranty: Manufacturers standard form in which manufacturer agrees to repair or replace surge
protection devices that fail in materials or workmanship within specified warranty period.", Warranty Period months
262416,PANELBOARDS,1.9.-1,WARRANTY,Warranty,Warranty Period : 10 years minimum, Warranty Period years
262500,ENCLOSED BUS ASSEMBLIES,1.7,EXTRA MATERIALS,Attic Stock,Provide pint of touch up paint for every 50 feet of busway installed., Provide pint
262500,ENCLOSED BUS ASSEMBLIES,1.5.-1,SUBMITTALS,Manufacturers Instructions,"Show fabrication and installation details for enclosed bus assemblies. Include plans, elevations, and
sections of components. Designate components and accessories, including clamps, brackets, hanger rods,
connectors, straight lengths, and fittings.", Show fabrication installation
262500,ENCLOSED BUS ASSEMBLIES,1.5.-2,SUBMITTALS,General,"Indicate required clearances, method of field assembly, and location and size of each field connection.", Indicate required
262500,ENCLOSED BUS ASSEMBLIES,1.5.-3,SUBMITTALS,General,Detail connections to busway and busway components and devices., Detail connections bus
262500,ENCLOSED BUS ASSEMBLIES,1.5.-4,SUBMITTALS,General,"Detailed connections to other electrical equipment, such as switchboards, switchgear, motor control
centers, and/or panelboards.", detailed connections electrical
262500,ENCLOSED BUS ASSEMBLIES,1.5.-5,SUBMITTALS,General,Cable and conductor terminal sizes for bus and plug-in device terminations., Cable conductor
262500,ENCLOSED BUS ASSEMBLIES,1.5.-6,SUBMITTALS,Wiring Diagram,"Wiring Diagrams : Power, signal, and control wiring. 

Qualification Data: For testing agency.

Field quality-control reports.

Operation and Maintenance Data: For enclosed bus assemblies to include in emergency, operation, and
maintenance manuals.", Wiring Diagram
262500,ENCLOSED BUS ASSEMBLIES,1.9.-1,WARRANTY,Warranty,"Warranty Period : 12 months minimum from date of shipment 

Manufacturer shall agree to repair or replace all components that fail in materials or workmanship within specified
warranty period. Warranty shall include all labor, material, and related expenses to correct failures and return
system to full functionality.", Warranty shall include
262726,WIRING DEVICES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product., Product Data For
262816,ENCLOSED SWITCHES AND CIRCUIT BREAKERS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of enclosure, switching and overcurrent protective device, surge protection device, 
accessory, and component indicated. Include dimensions and manufacturers' technical data on features, 
performance, electrical characteristics, ratings, and finishes. 
Shop Drawings: For each enclosure and related equipment, include: 
Dimensioned plans, elevations, sections, and details. Show tabulations of installed equipment features, 
and ratings. 
Detail enclosure types and details including mounting and anchorage, environmental protection, 
knockouts, corner treatments, covers and doors, and gaskets. 
Detail bus configuration, current, and voltage ratings. 
Qualification Data: For qualified testing agency. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Operation and Maintenance Data: For equipment and components to include in emergency, operation, and 
maintenance manuals.", enclosure related equipment
262816,ENCLOSED SWITCHES AND CIRCUIT BREAKERS,1.7,EXTRA MATERIALS,Attic Stock,"Provide pint of touch up paint for every twenty-five (25) enclosures installed, but not less than pint of touch 
up paint. 

Furnish extra materials as indicated in related specification documents.", Pint touch
262816,ENCLOSED SWITCHES AND CIRCUIT BREAKERS,1.9.-1,WARRANTY,Warranty,Warranty Period : 24 months minimum, Warranty Period Month
262913,ENCLOSED CONTROLLERS,1.4,SUBMITTALS,Product Data,"Product Data: For each type of enclosed controller, enclosure, switching and overcurrent protection, surge 
protection device, accessory, and component indicated. Include dimensions and manufacturers technical data on 
features, performance, electrical characteristics, performance, ratings, and finishes. 
Shop Drawings: For each enclosed controller. Include dimensioned plans, elevations, sections, details, and 
required clearances and service spaces around controller enclosures. 
Show tabulations of the following: 
Each installed unit's type and details. 
Factory-installed devices. 
Nameplate legends. 
Short-circuit current rating of integrated unit. 
Listed and labeled for integrated short-circuit current (withstand) rating of OCPDs in combination 
controllers by an NRTL acceptable to authorities having jurisdiction. 
Features, characteristics, ratings, and factory settings of individual OCPDs in combination 
controllers. 
Wiring Diagrams: For power, signal, and control wiring. 
Operation and Maintenance Data: For enclosed controllers to include in emergency, operation, and maintenance 
manuals. In addition to items specified in include the following: 
Routine maintenance requirements for enclosed controllers and installed components. 
Manufacturer's written instructions for testing and adjusting circuit breaker and MCP trip settings. 
Manufacturer's written instructions for setting field-adjustable overload relays. 
Manufacturer's written instructions for testing, adjusting, and reprogramming reduced-voltage solid-
state controllers. 
Load-Current and List of Settings of Adjustable Overload Relays: Compile after motors have been installed, and 
arrange to demonstrate that switch settings for motor running overload protection suit actual motors to be 
protected. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with 
requirements. 
Load-Current and List of Settings of Adjustable Overload Relays: Compile after motors have been 
installed, and arrange to demonstrate that switch settings for motor running overload protection suit 
actual motors to be protected. 
Load-Current and Overload-Relay Heater List: Compile after motors installation and arrange to 
demonstrate that selection of heaters suits actual motor nameplate full-load currents. 
Operation and Maintenance Data: For equipment and components to include in emergency, operation, and 
maintenance manuals. 
Routine maintenance requirements for enclosed controllers and installed components. 
Manufacturer's written instructions for testing and adjusting circuit breaker and MCP trip settings. 
Manufacturer's written instructions for setting field-adjustable overload relays. 
Manufacturer's written instructions for testing, adjusting, and reprogramming reduced-voltage solid-
state controllers.", enclosed controllers
262913,ENCLOSED CONTROLLERS,1.6,EXTRA MATERIALS,Attic Stock,"Provide pint of touch up paint for every twenty-five (25) enclosures installed, but not less than pint of touch 
up paint. 

Furnish extra materials as indicated in related specification documents. 

Indicating Lights: Two of each type and color installed. 

Auxiliary Contacts: Furnish one spare(s) for each size and type of magnetic controller installed. 

Power Contacts: Furnish three spares for each size and type of magnetic contactor installed.", twenty-five
262913,ENCLOSED CONTROLLERS,1.8,WARRANTY,Manufacturers Warranty,"Manufacturers Warranty: Manufacturer agrees to repair or replace equipment and components that fail in 
materials or workmanship within specified warranty period. 
Warranty Period: 18 months minimum", Manufacturers Warranty
262913,ENCLOSED CONTROLLERS,3.8,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train owner's maintenance personnel to adjust, operate, and 
maintain enclosed controllers.", Engagea
263323,CENTRAL BATTERY INVERTERS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of central battery equipment unit, include performance, electrical ratings, product 
data sheets, operating characteristics, battery warranty, input and output circuit breakers, integrated distribution 
panels, shipping and operating weights, self-diagnostic features, shipping splits, and furnished options, 
specialties, and accessories. 
Shop Drawings: For each type and rating of central battery equipment unit, include: 
Plans, elevations, sections, and mounting details. 
Details of equipment assemblies: indicate dimensions, weights, loads, required clearances, ventilation 
requirements, method of field assembly, components, and locations and size of each field connection. 
System one-line diagram, internal and interconnecting wiring; and diagrams for power, signal, and 
control wiring. 
Short-circuit current rating of inverter and overcurrent protective devices. 
Elevation, details, and legends of control and indication displays. 
Source quality control reports 
Informational Submittals: 
Coordination Drawings: Floor plans, drawn to scale, showing dimensioned layout, required working 
clearances, and required area above and around central battery equipment. Show central battery 
equipment layout and relationships between electrical components and adjacent structural and 
mechanical elements. Show support locations, type of support, and weight on each support. Indicate field 
measurements. 
Qualification Data: for installer and testing agency. 
Product Certificates: For each type of central battery equipment. 
Field-Quality Control Reports: 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Operation and Maintenance Data: For central battery inverter and components to include in emergency, 
operation, and maintenance manuals. 
Operation and Maintenance Data: For central battery equipment to include in emergency, operation, 
and maintenance manuals. 
o Manufacturer's written instructions for testing central battery equipment. 
o Manufacturer's written instructions for testing, adjusting, and reprogramming microprocessor 
control modules. 
o Manufacturer's written instructions for selecting and setting field-adjustable controls and 
status and alarm points 
o Manufacturers listed gallons of electrolyte per battery cell", gallons
263323,CENTRAL BATTERY INVERTERS,1.7,EXTRA MATERIALS,Attic Stock,"Provide pint of touch up paint for every two (2) central battery inverters installed, but not less than one (1) 
pint. 

Furnish extra materials that match products installed and that are packaged with protective covering for storage 
and identified with labels describing contents. Deliver extra material to Owner. 

Keys: Two (2) spares for each type of inverter cabinet lock. 
Fuses: One for every 10 of each type and rating, but no fewer than 2 of each type. 
Cabinet Ventilation Filters: One complete set.", pint touch
263323,CENTRAL BATTERY INVERTERS,1.9.-1,WARRANTY,Warranty,"Warranty Period : Include the following warranty periods, from date of Substantial Completion: 
a. Central Battery Equipment (excluding Batteries): Two years.
b. Premium VRLA Batteries:
i. Full Warranty: One year.
ii. Pro Rata: 19 years.", Warranty Period Include
263323,CENTRAL BATTERY INVERTERS,3.7,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to adjust, operate, and 
maintain central battery equipment, and to use and reprogram microprocessor-based control, monitoring, and 
display functions.", Engagea
263323,CENTRAL BATTERY INVERTERS,3.5.-1,FIELD QUALITY CONTROL,O&M Training And Demonstration,"Functional test and demonstration of all functions, controls, indicators, sensors, and protective devices.", Functional test demonstration
263600,TRANSFER SWITCHES,1.5,SUBMITTALS,Product Data,"Product Data: For each type of transfer switch, accessory, and component indicated. Include dimensions and 
manufacturers' technical data on features, performance, electrical characteristics, ratings, weights, and finishes. 
Shop Drawings: For each transfer switch, include: 
Dimensioned plans, elevations, sections, details, and required clearances and service spaces around 
transfer switch enclosures. 
Show connections between transfer switch, power sources, and load. 
Show interconnection wiring between transfer switches, annunciators, control panels, generators, and 
building monitoring systems. 
Qualification Data: For qualified testing agency. 
Field-Quality Control Reports 
Test procedures used. 
Test results that comply with requirements. 
Results of failed tests and corrective action taken to achieve test results that comply with requirements. 
Operation and Maintenance Data: For each type of transfer switch and components include operation and 
maintenance manual. In addition to items specified in Division 01 Section Operation and Maintenance Data, 
include the following: 
Features and operating sequences, both automatic and manual. 
List of all factory settings of relays; provide relay-setting and calibration instructions, including 
software, where applicable.", manufacturer technical data
