,Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description,Submittal Summary
1161,230241,VIBRATION AND SEISMIC CONTROLS,1.5,SUBMITTALS,General,"Product Data 

Include rated load, rated deflection, and overload capacity for each vibration isolation device. 

Illustrate and indicate style, material, strength, fastening provision, and finish for each type and size of 
seismic-restraint component used. 

Tabulate types and sizes of seismic restraints, complete with report numbers and rated strength 
in tension and shear as evaluated by an agency acceptable to authorities having jurisdiction. 

Annotate to indicate application of each product submitted and compliance with requirements. 

Coordination Drawings: Show coordination of seismic bracing or vibration pipe movement for piping and 
equipment with other systems and equipment in the vicinity, including other supports and seismic or vibration 
restraints. 

Welding certificates. 

Qualification Data: For professional engineer and testing agency.",Include rated load
1162,230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.1. General 
 
All submittals shall display Owners Equipment tag number. Submittals shall be legible with sufficient space for 
comments. 
",display Owners Equipment
1163,230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.2. Acceptable Manufacturers 
 
Provide materials and equipment only from the manufacturers indicated in the specification. Submittals of 
material or equipment manufactured by other than those indicated will be returned. If no manufacturers are 
indicated, then any product or material that complies with the specification for the intended application may be 
submitted for approval. 
",Acceptable Manufacturers Provide
1164,230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.3. Submittal Procedures 
 
Coordination: A submittal schedule shall be prepared by the manufacturer and approved by the owner or the 
owners representative prior to award of P.O. 
 
Processing: Allow sufficient review time so that installation will not be delayed asa result of the time required 
to process submittals, including time for resubmittals. 
 
Allow ten working days for initial review. 
 
If an intermediate submittal is necessary, allow ten working days for reprocessing each submittal. 
 
No extension of contract time will be authorized because of failure to transmit submittals to the Owner or Owner's 
Representative sufficiently in advance of the work to permit processing. 
 
Submittal Preparation: Placea permanent label or title block on each submittal for identification. Indicate the 
name of the entity that prepared each submittal on the label or title block. 
 
Providea space approximately 4'' x 5'' on the label or beside the title block on Shop Drawings to record the 
Owner's or Owner's Representative review and approval markings and the action taken. 
Include the following information on the label or title block for processing and recording action taken. 
 
Project name 
Date 
Name and address of Owner 
Name and address of Engineer 
 
Name and address of Manufacturer 
Equipment number and equipment name 
 
Submittal Transmittal: Transmit each submittal from Manufacturers to Owner or Owner's Representative using 
a transmittal form. 
 
Submittals: Submit one (1) electronic copy of each required submittal ina single combined PDF format. The 
Engineer will mark and return one (1) electronic copy in PDF format with action taken and corrections or 
modifications required. The Owner will retain one (1) electronic copy of returned document. Retain copy of 
each final approved submittal for inclusion in O&M manuals. 
 
On the transmittal record relevant information and requests for data. On the form, or separate sheet, record 
deviations from Contract Document requirements, including minor variations and limitations. 
 
Electronic submittals from Contractor to Owner or Owners Representative are acceptable. The subject line shall 
clearly indicate the equipment/system being submitted including specification section number. The body of the 
email or fax cover sheet shall clearly list the information indicated in the Submittal Preparation section of this 
specification. Email attachments shall be in Microsoft Word, AutoCAD, MicroStation, PDF, TIFF or another 
approved format. 
",Owner Representative
1165,230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.4. Submittals Definitions 
 
Manufacturers Qualifications: Provide standard literature, which illustrates the Manufacturers qualifications to 
perform the work indicated as required by the technical specification. Include certification of specific capabilities 
that would be required to comply with the technical specification (e.g., certified welders, electricians and 
registered engineers) and any ASME certification if the Manufacturer intends to manufacture equipment requiring 
ASME certification (vessels, heat exchangers, etc.). Provide examples of similar projects the Manufacturer has 
undertaken within the past five (5) years, including scope of work and general descriptions of each project. 
 
Equipment Description: Provide equipment description, sketches or bulletins indicating performance 
characteristics, features of the equipment, controls and instrumentation, valves, dimensions, estimated weight of 
unit (empty and full), and auxiliaries furnished. 
 
Component Data Information: Provide standard component data sheets for ALL components to be provided by 
outside sources or manufacturers. Where product data must be specially prepared because standard printed data 
is not suitable for use, submit as shop drawings. Product data shall include manufacturer, model number, catalog 
cut sheets and data indicating performance characteristics (i.e. performance curves), features, controls, 
instrumentation, wiring diagrams, equipment dimensions, estimated weights, heat rejection load when operating, 
auxiliaries, specialties, or accessories furnished, roughing-in or anchor diagrams and templates, manufacturer's 
installation and operating instructions, service clearance requirements, materials and finishes of all components. 
 
Mark each copy to show applicable choices and options. Where printed, Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. 
 
Detailed Fabrication Schedule: Providea detailed fabrication schedule including critical review milestones and 
allowable review period per milestone. Any materials required for testing shall also be included in the schedule. 
Start-up and training assistance shall be included in the overall schedule. 
 
Standard QC Procedures: The Manufacturer's standard Quality Control (QC) procedures, acceptance criteria, and 
inspection procedures for both Manufacturer assembled systems and job shop or Manufacturer assembled 
components. 
 
Seismic Requirements: Provide seismic calculations performed to meet requirements where equipment will be 
installed. Calculations shall be sealed bya PE registered in that state. 
 
Utility Consumption Requirements: Provide consumption calculations and data for all utilities required, including 
average, instantaneous and peak demand loads, and their relative frequencies. 
 
Specific Service Support Plan: Provide specific information regarding the manufacturers capability to respond 
to emergency service calls. Provide the quantity of available service technicians, including their discipline and 
their location and costs for warranty and non-warranty support. 
 
Spare Parts List: Provide manufacturers recommended spare parts list. Indicate part number and generic 
description of the equipment part and the manufacturer. 
 
Bill of Material: Providea bill of material that lists all the major components of the proposed system, including 
description, part number, manufacturer/vendor and quantity. 
 
Equipment Shop Drawings: Provide shop drawings for all custom equipment, including that supplied by but not 
manufactured by the Manufacturer, (i.e. pumps, filter housings, and heat exchangers). Provide scaled shop 
drawings for all vessels, skids and air-handling units. 
 
Include asa minimum the following information on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included; material thickness, surface finishes, etc. 
Orientations and schedule of all connections, nozzles and appurtenances 
Pressure and temperature ratings 
Notation of dimensions established by field measurement 
Estimated weight of unit (shipping and operating) 
Clearances for access and service 
 
Submit shop drawings on sheets at least 8"" x 11"", but no larger than 30"" x 42"" and/or electronically. 
 
System P&IDs: Provide Process and Instrumentation Diagrams that are specific for each system and that indicate 
all valves, instruments, piping, equipment, I&C logic and other components that will be used on the systems. 
 
Completed Specification Data Sheets: Provide all completed data sheets referenced in the technical specification. 
Complete all fields identified as VS* (Vendor Specified), as well as indicating any fields where the specified data 
differs from the Manufacturer's offering. This work can be done by hand directly on the data sheets provided it 
is legible and easily understood. 
 
Functional Specification (FS): Provide detailed information on the control system functionality including 
sequences, set points, interlocks, alarms, user interfaces, component interfaces, reporting, security, data handling, 
control hardware and software, and any other information required to describe and configure the overall control 
system. 
 
Shipping and Assembly Drawings: Provide detailed drawings indicating the shipping configuration of each 
system, including location and type of all rigging points. If the piece of equipment will be shipped in sub-sections, 
the drawings shall clearly indicate the boundaries, dimensions and weights of the sections. Assembly drawings 
shall also be provided to indicate how the sub-sections will be re-joined, including all mating points and types of 
connections between systems. Provide dimensioned plan, elevation and section drawings, and isometric drawings 
as needed to clearly indicate this information. 
 
Factory Acceptance Testing (FAT) Procedure: Provide the Manufacturers FAT procedure incorporating the tests 
indicated in the equipment specification. 
 
As-Built and Certified Equipment Drawings: Provide certified drawings that reflect the as-built status for all 
drawings previously issued for review and approval. All drawings shall indicate the Owner's purchase order 
number, equipment item number, project number, description, National Board number when applicable, and 
manufacturer's serial number. Certified drawings shall be signed and dated by an authorized representative of the 
manufacturer of that component or system. 
 
Testing and Calibration Equipment Data: Provide calibration procedures and current NIST traceable calibration 
certifications for all instruments used for calibration or testing of systems, including pressure gauges used for 
hydrostatic tests. 
 
ASME Data:",Provide
1166,230510,HYDRONIC SYSTEM SPECIALTIES,1.2,SUBMITTALS,General,Product data for each item specified here-in.,Product data
1167,230510,HYDRONIC SYSTEM SPECIALTIES,1.4,EXTRA MATERIALS,Attic Stock,"For each type of balancing valve and automatic flow control valve, provide flowmeter, probe, hoses, flow charts 
and carrying case. Turn over to Owner at system start-up/turnover.",automatic flow control
1168,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-1,SUBMITTALS,General,Dimensions,Dimensions
1169,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-1,SUBMITTALS,General,"Motor speed versus torque curve at 100 percent, 90 percent, and 80 percent rated voltage",percent rated voltage
1170,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-10,SUBMITTALS,General,"Guaranteed efficiency and power factor at full load

The following data shall be furnished for all motors 150 HP or larger and for all motors that have high inertia
loads or acceleration times over eight (8) seconds at full voltage:",high inertia loads
1171,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-2,SUBMITTALS,General,Nameplate rating,Nameplate rating
1172,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-2,SUBMITTALS,General,Load speed versus torque curve,Load speed versus
1173,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-3,SUBMITTALS,General,Connection data if more than three leads are brought out to the terminal box,Connection data
1174,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-3,SUBMITTALS,General,"Motor current versus speed curve at 100 percent, 90 percent, and 80 percent rated voltage",percent rated voltage
1175,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-4,SUBMITTALS,General,"Auxiliary devices such as thermal switch, temperature sensor, space heater",temperature sensor
1176,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-4,SUBMITTALS,General,Motor inertia and load inertia,Motor inertia
1177,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-5,SUBMITTALS,General,Bearings,Bearings
1178,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-5,SUBMITTALS,General,Motor stall time (hot and cold),Motor stall time
1179,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-6,SUBMITTALS,General,Lubrication recommendations,Lubrication recommendations
1180,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-6,SUBMITTALS,General,Open circuit time constant,Open circuit time
1181,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-7,SUBMITTALS,General,Parts list,Parts list
1182,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-7,SUBMITTALS,General,No-damage thermal limit curve,No-damage thermal limit
1183,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-8,SUBMITTALS,General,Weight,Weight
1184,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-8,SUBMITTALS,General,Locked rotor power factor,Locked rotor power
1185,230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-9,SUBMITTALS,General,Motor mounting details,Motor mounting details
1186,230535,CRYOGENIC PIPING SPECIALTIES,1.1,SUBMITTALS,General,"Provide complete submittal for approval of piping layout and design including all piping and piping specialty 
components.",Provide complete submittal
1187,230535,CRYOGENIC PIPING SPECIALTIES,3.6,TRAINING,O&M Training And Demonstration,"Train Owner's maintenance personnel on procedures and schedules related to start-up and shut-down, 
troubleshooting, servicing, and preventative maintenance of cryogenic system. 

Review data in Operating and Maintenance Manuals. 

Schedule training with Owner through the Engineer, with at least seven (7) days advance notice.",Train Owner maintenance
1188,230540 _revised_905,PUMPS,1.4-1,SUBMITTALS,General,"1.4.1. Completed Data Sheets 
 
The Vendor/Manufacturer shall complete all fields indicated as VS* (Vendor Specified) on the schdule, as well 
as correct/modify any other fields and values as required, and submit them with the initial bid, and as part of the 
final submittal documentation.",Completed Data Sheets
1189,230575,"BREECHINGS, CHIMNEYS, AND STACKS",1.1,SUBMITTALS,Certificates,"Certificates: Submit certificates of materials compliance with specified ASTM, UL and ASHRAE requirements, 
NFPA 54 National Fuel Gas Code, and NFPA 31 Installation of Oil-Burning Equipment 
Certificates: Submit Welders' Qualification Certificates. 
Certificates: Submit complete engineering report certifying that stacks meet the design wind and seismic loads.",National Fuel Gas
1190,230586,WATER TREATMENT SYSTEM,1.2,EXTENDED MAINTENANCE SERVICES,Maintenance Data,"Agreement to Maintain: Provide an Agreement for Continued Service and Maintenance for water treatment 
system, for Owner's possible acceptance. Offer terms and conditions for furnishing continued testing and 
servicing, and including replacement of materials and equipment, for one-year period with option for renewal of 
Agreement by Owner.",water treatment system
1191,230587,PACKAGED BASIN SWEEPER SKID,1.2,WARRANTY,Warranty,Agreement to Maintain: Providea one year warranty after installation.,Agreement to Maintain
1192,230670,VARIABLE FLOW REFRIGERANT SYSTEM,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, outlet velocities, static pressures, sound power characteristics, 
motor requirements, and electrical characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. Distinguish between field and factory wiring. 
Samples for Initial Selection: For units with factory-applied color finishes. 
Field quality-control test reports",Include rated capacities
1193,230670,VARIABLE FLOW REFRIGERANT SYSTEM,1.6,WARRANTY,Warranty,"The units shall be covered by the manufacturers limited warranty fora period of one (1) year parts and seven (7) 
year compressor to the original owner from date of installation.",manufacturers limited warranty
1194,230670,VARIABLE FLOW REFRIGERANT SYSTEM,3.5,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to adjust, operate, and 
maintain units.",train Owner maintenance
1195,230711,COOLING TOWERS,1.1,SUBMITTAL REQUIREMENTS,General,Provide submittals in compliance with Section 230010[jcs1].,compliance with Section
1196,230810,HUMIDIFIERS,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, pressure drops, absorption distances, heat losses and electrical 
characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. 
Field quality-control test reports. 
Operation and Maintenance Data: Provide operation, and maintenance manuals.",Include rated capacities
1197,230835,AIR COILS,1.4,SUBMITTALS,General,"Submit shop drawings for all coils in compliance with Section 230010 requirements. Submittals shall include all 
performance data noted in schedules.",Submit shop drawings
1198,230835,AIR COILS,1.5,WARRANTY,Warranty,"Air Coils shall be guaranteed to achievea minimum of the capacity indicated on the respective schedules and 
shall havea minimum one year parts and labor warranty for material or workmanship defects. Division 01 
Warranty requirements apply to this section.",Air Coils
1199,230856,AIR ROTATIONAL UNITS,1.3,BID REQUIREMENTS,Product Data,"The bid data shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedule(s). It is the responsibility of the supplier to highlight 
any variances the equipment has with the requirements of this specification. Information shall be provided in the 
same measurement units as indicated in the schedule(s). 

Product data shall also be included at time of bid, including dimensions, weights, capacities, component 
performance, electrical characteristics, casing construction details, section splits, gauges and material finishes. 
The bids shall provide independent fan curves for operating/design conditions [not fan tables], with specified 
operating/design points clearly plotted (include internal pressure drop calculation). 

The bids shall provide coil selection worksheets, clearly showing proper consideration for altitude, air density, 
glycol corrections and indicate coil tube fin and casing construction. 

The manufacturer shall submit preliminary manufacturers recommended installation instructions with bid. 

The manufacturer shall havea list of all exceptions to the specification at time of bid.",technical information relevant
1200,230856,AIR ROTATIONAL UNITS,1.4,SUBMITTALS,General,"General: Refer to specifications 230010 and 230050 for additional requirements. 

Product data shall include dimensions, weights, capacities, certifications, component performance, electrical 
characteristics, casing construction details, wiring interconnections, gauges and material finishes. 

The submittal shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedules and drawings(s). It is the responsibility of the 
supplier to highlight any variances the equipment has with the requirements of this specification whether or not 
pre-approval has been obtained. Information shall be provided in the same measurement units as indicated in the 
schedules and drawings(s). 

The submittal(s) shall provide independent fan curves for operating/design conditions [not fan tables], with 
specified operating/design points clearly plotted. 

The submittal(s) shall provide coil selection worksheets, clearly showing proper consideration for altitude, air 
density, glycol corrections and indicate coil tube fin and casing construction. 

The submittal(s) shall provide filter information, including: initial (clean) APD, final (dirty) APD, dust spot 
efficiency, final dust holding capacity, filter media description, filter frame details, and filter removal details. 

The manufacturer shall submit sound power levels for both air handling unit inlet, outlet and radiated at rated 
capacity. 

The manufacturer shall submit electrical requirements for power supply wiring including wiring diagrams for 
interlock and control wiring, clearly indicating factory-installed and field-installed wiring. 

The manufacturer shall submit the manufacturers recommended installation instructions. 

Provide drawings of unit arrangement with dimensions for system and sections including utility connections. 
Omission of any of the above information will cause shop drawings to be immediately returned without review.",Refer to specifications
1201,230856,AIR ROTATIONAL UNITS,1.6,WARRANTY,Warranty,"A warranty shall be provided by the manufacturer for the air handling unit(s). Sub-Contractor shall assume 
manufacturers warranty in its entirety, as if the equipment had been purchased by the Sub-Contractor. It shall 
be the responsibility of the Sub-Contractor, during the term of the warranty, to respond to reports of evident 
malfunction or failure, as though the equipment had been furnished by him, conduct the necessary diagnostic 
efforts, and if the malfunction is deemed by him to be the manufacturers warranty liability, to so resolve this 
responsibility with the manufacturer as the Owners agent.",air handling unit
1202,230856,AIR ROTATIONAL UNITS,3.5,EXTRA FILTER STOCK,Attic Stock,"The manufacturer will provide one extra set of pre-filters for each air handling unit. Install new filters at 
completion of air handling system work, and prior to testing, adjusting, and balancing work. Obtain receipt from 
testing and balancing Sub-Contractor that new filters have been installed.",air handling unit
1203,230910,DUCTWORK ACCESSORIES,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated. 
Shop Drawings: Indicate installation details in ductwork and other construction. Provide wiring diagrams.",Product Data
1204,230910,DUCTWORK ACCESSORIES,3.3,ADJUSTING AND CLEANING,Attic Stock,"Adjusting: Adjust ductwork accessories for proper settings, and adjust for proper action. 

Extra Stock 

Furnish extra fusible links to Owner, one (1) link for every 10 installed of each temperature range; obtain receipt.",Adjust ductwork accessories
1205,230932,AIR OUTLETS AND INLETS,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated, include the following: 
Indicate materials of construction, finish, and mounting details; and performance data including throw 
and drop, static-pressure drop, accessories and noise ratings. 
It is the responsibility of any manufacturer providing submittals to verify in advance their performance criteria is 
similar to Basis of Design (BOD) manufacturer in the following criteria. 
General compatibility- style, construction, ceiling or wall integration, fastening, color and accessories. 
Performance: 
NC level shall be equal to or less than BOD 
Static and total pressure shall be equal to or less than BOD 
 
Isothermal throw data at 150/100/50 fpm shall be within plus or minus 5% of the BOD values for 
standard products. Air devices for labs and critical spaces shall be shown with cooling temperature 
differentials of 5/10/15 degrees and throws of 100/75/50/30 fpm. 
Data shall be presented by computerized selection software. Catalog charts and graphs are not acceptable 
unless the tabular data is rated within 10% of the BOD performance selected. 
Manufacturers not complying with all portions of requirements will be rejected and not subject to further 
review by the design professional.",static-pressure drop
1206,230932,AIR OUTLETS AND INLETS,3.4,SPARE PARTS,Attic Stock,"Furnish to Owner, with receipt, three operating keys for each type of air outlet and inlet that require them.",Furnish to Owner
1207,230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY..................................................................................................................................... 1,Warranty,PRODUCTS.......................................................................................................................................... 1,PRODUCTS
1208,230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY,Warranty,"The Warranty shall commence upon the date of shipment and extend fora period of 60 months for all 
airflow control devices and 36 months for all other control system components. 

PRODUCTS",control system components
1209,230934,LABORATORY CONTROL SYSTEM,2.1.-2,LABORATORY AIRFLOW CONTROL SYSTEM,O&M Manuals,"Operation and maintenance manuals, including as-built wiring diagrams and component lists, shall be
provided for each training attendee.",including as-built wiring
1210,230935,AIR CURTAIN,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, pressure drops,and electrical characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. 
Field quality-control test reports. 
Operation and Maintenance Data: Provide operation, and maintenance manuals.",Include rated capacities
1211,230972,PLANT UTILITIES SEQUENCE OF CONTROL,1.3,SUBMITTALS,General,"The following sequences shall be augmented as necessary by the Controls contractor and submitted either as part 
of the controls submittal or asa separate functional requirements specification for approval by the Engineer and 
Owner prior to commencing any programming.",asa separate functional
1212,260500,BASIC ELECTRICAL REQUIREMENTS,1.6,WARRANTIES AND GUARANTEES,Warranty,"In addition to warranties called for in other sections of these specifications, work shall be guaranteed against 
defect due to faulty installation, manufacture, and component design. Warranties and guarantees shall be fora 
period of not less than one year, beginning on the later date of final acceptance by Owners Representative, or 
equipment start-up. 

Upon written notice from the Owners Representative or Engineer, promptly remedy, without cost to the Owners 
Representative, any defects occurring or discovered during the guarantee period.",Owners Representative
1213,260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.1. Review Action 
 
The Contractor is responsible for all data and information on submittals, including quantities, sizes, dimensions, 
and compliance with the Drawings and Specifications. Checking by the Owners Representative is only for general 
conformance with the design concept of the project and general compliance with the information given in the 
 
Contract Documents. Any action shown is subject to the requirements of the Drawings and Specifications. 
Contractor is responsible for dimensions and quantities which shall be confirmed at the jobsite, and fabrication 
process and techniques of construction. 
 
Except for submittals for record, information for similar purposes, where action and return is required or 
requested, the Owners Representative will check each submittal, mark to indicate action taken, and return 
promptly. 
 
Compliance with specified characteristics is the Contractor's responsibility. 
",Drawings and Specifications
1214,260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.2. Shop Drawings 
 
Submit information, drawn to accurate scale. Highlight, encircle, or otherwise indicate deviations from the 
Contract Documents. Do not reproduce Contract Documents (unless authorized by the Owners 
Representative/Engineer) or copy standard information as the basis of Shop Drawings. Standard information 
prepared without specific reference to the Project are not considered Shop Drawings. 
 
Shop Drawings include fabrication and installation drawings, setting diagrams, schedules, patterns, templates and 
similar drawings, and directions for installation of anchorages. Include asa minimum the following information 
on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included 
Compliance with specified standards 
Notation of coordination requirements 
Notation of dimensions established by field measurement 
Clearances for access and service 
",Contract Documents
1215,260500,BASIC ELECTRICAL REQUIREMENTS,1.7-1,SUBMITTALS,General,"1.7.3. Product Data 
 
Collect Product Data intoa single submittal for each element of construction or system. 
 
Where Product Data must be specially prepared because standard printed data is not suitable for use, submit as 
Shop Drawings. 
 
Product Data Information: Includes catalog cuts, sketches, or bulletins indicating performance characteristics, 
features of equipment, controls, instrumentation, valving, equipment dimensions, materials of construction, 
estimated weight of unit (shipping, installed, and operating), heat rejection load when operating, auxiliaries, 
specialties, or accessories furnished, roughing-in or anchor diagrams and templates, manufacturer's installation 
instructions, service clearance requirements, standard color charts, and wiring diagrams. 
 
Schematic Drawings shall include elevation and plan views, and indicate all connections, attachments, and details 
to indicate field required general details of assembly, etc. 
 
Wiring diagrams shall detail wiring for power, signal, and control systems, differentiating between manufacturer- 
installed wiring and field-installed wiring. 
 
Mark each copy to show applicable choices and options. Where printed Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. Include the 
following information with above product data: 
 
Manufacturer's printed recommendations 
Compliance with recognized trade association standards 
Compliance with recognized testing agency standards 
Application of testing agency labels and seals 
Notation of dimensions verified by field measurement 
Notation of coordination requirements",Product Data
1216,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,"Show tabulations of each variable frequency controller. Include the following : -
i. Type of enclosure.
ii. Equipment weight.
iii. Input power supply requirements (volts/phase/amps).
iv. Output power characteristics.
v. HP range of motors drive is capable of driving.
vi. Short-circuit current rating (SCCR) of assembly.
vii. Converter pulse rate.
viii. Network communications I/O interface capabilities.
ix. Specified filters.",variable frequency controller
1217,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,Test procedures used.,Test procedures
1218,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-1,SUBMITTAL REQUIREMENTS,General,A complete listing of all programming parameters.,programming parameters
1219,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,Wiring Diagram,"Schematic and Connection Wiring Diagrams : For power, signal, and control wiring for each 
installed variable frequency controller.

Qualification Data: For qualified testing agency.

Field Quality-Control Reports",Connection Wiring Diagrams
1220,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,General,Test results that comply with requirements.,Test results
1221,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-2,SUBMITTAL REQUIREMENTS,General,"Instructions on how to modify program settings, and modify the control program.",modify program settings
1222,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-3,SUBMITTAL REQUIREMENTS,O&M Manuals,"Results of failed tests and corrective action taken to achieve test results that comply with
requirements.

Operation and Maintenance Data: For each type of variable frequency controller include operation and
maintenance manual. In addition to items specified in Division 01 Section ""Operation and Maintenance Data"",
include the following:",achieve test results
1223,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-3,SUBMITTAL REQUIREMENTS,General,"Instructions on drive adjustment, trouble-shooting, and configuration.",trouble-shooting
1224,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-4,SUBMITTAL REQUIREMENTS,General,Instructions on process tuning and system calibration.,Instructions on process
1225,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-5,SUBMITTAL REQUIREMENTS,General,"Routine maintenance requirements for variable frequency controller and all related
components.",Routine maintenance requirements
1226,260500,BASIC ELECTRICAL REQUIREMENTS,1.5.-6,SUBMITTAL REQUIREMENTS,Warranty,Instructions on shutdown procedures and any special instructions for maintaining the warranty.,maintaining the warranty
1227,260500,BASIC ELECTRICAL REQUIREMENTS,1.8.-1,WARRANTY,Warranty,"Warranty Period : 12 months minimum, non-prorated warranty on all parts and labor. Warranty 
period shall begin on the date of project substantial completion or date the drives are put into
service by factory trained personnel required for startup and accepted by the Buyer, whichever
occurs later.",months minimum
1228,260500,BASIC ELECTRICAL REQUIREMENTS,3.9,DEMONSTRATION,O&M Training And Demonstration,"Subsequent to wire and cable hook-ups, energize VFDs and test functioning for compliance with project 
requirements. Where necessary, correct malfunctioning units, and then retest for compliance. 

Training: The VFD supplier shall provide complete on-site training for the Owner's operating, maintenance and 
engineering personnel. Include in bid all costs for this service including, but not limited to, travel, lodging, and 
copies of training material. The trainer shall be factory certified by the VFD manufacturer. This training shall 
bea minimum of two (4) hours. Include in the traininga complete description on Theory of Operation, Operating 
Procedures, Functional and Operating Characteristics of Specific Logic Boards, Troubleshooting, Repair and 
Preventative Maintenance. A complete operations and maintenance manual shall be furnished with the training 
presentation.",Subsequent to wire
1229,260500,BASIC ELECTRICAL REQUIREMENTS,3.1,REPORTS,Reports,"After energizing VFDs, submit copies of reports for all tests indicated above for review by the Engineer.",energizing VFDs
1230,260519,LOW VOLTAGE ELECTRICAL POWER CONDUCTORS AND CABLES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product.,Product Data
1231,260523,CONTROL VOLTAGE ELECTRICAL POWER CABLES,1.5,SUBMITTALS,Product Data,Product Data: For each type of product.,Product Data
1232,260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.5,SUBMITTALS,Product Data,"Product Data: For each type of product. 
Include rated capacities, operating characteristics, furnished specialties, and accessories for each type of product 
indicated. 
Schedule heating capacity, length of cable, spacing, and electrical power requirement for each electric heating 
cable required. 
Shop Drawings: 
For each heating cable, include plans, sections, details, and attachments to other work. 
Include wiring diagrams for heating cable power, signal, and control wiring. 
Include panel information and details, wiring diagrams, load information, installation details. 
Operation and Maintenance Data: Provide heating cable and control system operation and maintenance manuals.",type of product
1233,260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.9,WARRANTY,Special Warranty,"Special Warranty: Manufacturer agrees to repair or replace electric heating cable that fails in materials or 
workmanship within specified warranty period. 
Warranty Period: 10 years from date of Substantial Completion.",replace electric heating
1234,260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-1,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) Power Connection Kits,Power Connection Kits
1235,260524,RADIANT HEATING ELECTRIC CABLES AND CONTROLS,1.7.-2,EXTRA MATERIALS,Attic Stock,The larger of 10% of the quantity installed or (2) End Seal Kits,End Seal Kits
