Spec Number,Spec Name,Para,Sub Section Heading,Submittal Type,Submittal Description
200553,TAGGING AND IDENTIFICATION,1.4.-1,SUBMITTALS,Product Data,"Product Data : Manufacturer's catalog cut sheets and other published technical data for each of the 
following:

a. Nameplates, instructions plates, signs and labels.
b. Fasteners."
200553,TAGGING AND IDENTIFICATION,1.4.-2,SUBMITTALS,Samples,"Samples : Provide samples of each color, lettering style, and other graphic representation required 
for identification materials. Provide samples of labels and signs. No material is to be ordered
without this approval."
200553,TAGGING AND IDENTIFICATION,1.4.-3,SUBMITTALS,Schedules,"Providea listing of proposed names, abbreviations and other designations used in identification.
Provide an electronic copy of the schedule of proposed tags, nameplates and engraving for Owner
approval. No material is to be ordered without this approval."
200553,TAGGING AND IDENTIFICATION,1.4.-4,SUBMITTALS,General,"Providea final and complete, electronic listing of all applied tags, nameplates and engravings."
200553,TAGGING AND IDENTIFICATION,1.4.-5,SUBMITTALS,Maintenance Data,"Providea Hand Valve schedule as an electronic version in Microsoft Excel. Mark valves which are
intended for emergency shut-off and similar special uses, by special flags, in margin of schedule.
Furnish additional copies of schedule for Maintenance Manuals. Valve Schedule shall include the
following information:

a. Piping system
b. System abbreviation (CW, CHWS, DI, WFI, CS60, CAP25, etc.)
c. Valve identification number
d. Location of valve (room or space)
e. Type of valve (gate, ball, automatic control, etc.)
f. Manufacturer and manufacturer's catalog number
g. Indicate valves intended for emergency shutoff or other special use"
220411,WATER DISTRIBUTION SPECIALTIES,1.2,SUBMITTALS,General,Product data for each item specified herein.
220440,PLUMBING FIXTURES,1.2,EXTRA STOCK,Attic Stock,"Furnish one (1) each of any special wrenches and other devices necessary for servicing plumbing fixtures and 
trim to Owner. 

Furnish faucet repair kits complete with all necessary washers, springs, pins, retainers, packings, O-rings, sleeves, 
and seats ina quantity of one kit for each 40 faucets."
220458,FUEL FIRED DOMESTIC WATER HEATERS,1.1,SUBMITTALS,General,"Submittals shall comply with the requirements of Section 230010, Basic Mechanical Requirements. In addition, 
provide the following: 

Certificates: Certificates of Shop Inspection and Data Report as required by ASME Boiler and Pressure Vessel 
Code."
220458,FUEL FIRED DOMESTIC WATER HEATERS,3.3,CLOSEOUT PROCEDURES,General,"Training: Provide services of manufacturer's technical representative for four (4) hours minimum to instruct 
Owner's personnel in operation and maintenance of water heaters. 

Schedule training with Owner, provide at least seven (7) days notice to Owner, Contractor, and Engineer of 
training date."
220481,COMPRESSED AIR EQUIPMENT,1.3,SUBMITTALS,General,"Data Sheets 

The Vendor/Manufacturer shall complete all fields indicated as VS* (Vendor Specified) on each attached data 
sheet, as well as correct/modify any other fields and values as required and submit them as part of the final 
submittal documentation."
220481,COMPRESSED AIR EQUIPMENT,3.6,DEMONSTRATION,O&M Training And Demonstration,"The manufacturer will provide the services ofa factory authorized service representative to provide start-up 
service and to demonstrate and train the Owner's maintenance personnel as specified below. Coordinate with the 
manufacturer's representative. 

Training 

Train the Owner's maintenance personnel on start-up and shutdown procedures, troubleshooting procedures, and 
servicing and preventative maintenance schedules and procedures. Review with the Owner's personnel, the data 
contained in the Operating and Maintenance Manuals. 

Training with Owner should be scheduled at least seven (7) days in advance."
220488,BULK LIQUID AND CYLINDER GAS STORAGE,3.2,MAINTENANCE,Maintenance Data,"The Vendor shall fully schedule and document all maintenance work with the Owner prior to the commencement 
of any such work."
230010,BASIC MECHANICAL REQUIREMENTS,1.4,WARRANTIES,Warranty,"In addition to warranties called for in other sections of these specifications, work shall be warranted against defect 
due to faulty installation, manufacture, and component design. Warranties shall be fora period of not less than 
one (1) year, beginning on the later date of final acceptance by Owner, or equipment start-up. 

Upon written notice from the Owner or Engineer, promptly remedy, without cost to the Owner, any defects 
occurring or discovered during the warranty period."
230010,BASIC MECHANICAL REQUIREMENTS,1.5-1,SUBMITTALS,General,"1.5.1. Review Action 
 
The Contractor is responsible for all data and information on submittals, including quantities, sizes, dimensions, 
and compliance with the Drawings and Specifications. Checking by the Owner or Owner's Representative is only 
for general conformance with the design concept of the project and general compliance with the information given 
in the Contract Documents. Any action shown is subject to the requirements of the Drawings and Specifications. 
Contractor is responsible for dimensions and quantities, which shall be confirmed at the job site, and fabrication 
process and techniques of construction. 
 
On the submittal, record relevant information and requests for data. Record deviations from Contract Document 
requirements, including minor variations and limitations. Include Contractor's certification that information 
complies with Contract Document requirements. 
 
Except for submittals for record, information for similar purposes, where action and return is required or 
requested, the Owner will check each submittal, mark to indicate action taken, and return promptly. 
 
Compliance with specified characteristics is the Contractor's responsibility. 
"
230010,BASIC MECHANICAL REQUIREMENTS,1.5-1,SUBMITTALS,General,"1.5.2. Shop Drawings 
 
Submit information, drawn to accurate scale. Highlight, encircle, or otherwise indicate deviations from the 
Contract Documents. Do not reproduce Contract Documents or copy standard information as the basis of Shop 
Drawings. Standard information prepared without specific reference to the Project is not considered Shop 
Drawings. 
 
Shop Drawings include fabrication and installation drawings, setting diagrams, schedules, patterns, templates and 
similar drawings, and directions for installation of anchorages. Include asa minimum the following information 
on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included 
Compliance with specified standards 
Notation of coordination requirements 
Notation of dimensions established by field measurement 
Clearances for access and service 
 
Sheet Size: Except for templates, patterns and similar full-size drawings, submit Shop Drawings in PDF format 
at least 8"" x 11"", but no larger than 30"" x 42"". 
 
Initial Submittal: (Where Contractor desires product specific information or preliminary review prior to 
processing of final submittal.) Submit an electronic copy of prints in PDF format for the Owner's review. 
 
Final Submittal: Submit electronic copy of all prints. 
 
An electronic set of prints will be retained and maintained asa Record Document. The Owner's representative 
has the right to mark up the final submittal. 
 
Do not use Shop Drawings without an appropriate final stamp indicating action taken in connection with 
construction. 
"
230010,BASIC MECHANICAL REQUIREMENTS,1.5-1,SUBMITTALS,General,"1.5.3. Coordination Drawings or 3D (BIM) Model: 
 
Mechanical, Electrical, Plumbing and Fire Protection Contract Drawings or 3D (BIM) model are diagrammatic. 
They are not intended to be precise; they are not intended to specify or to show every offset, fitting, and 
component. The purpose of the drawings or 3D (BIM) model is to indicatea systems concept, the main 
components of the systems, and the approximate geometrical relationships. Information and components shown 
on diagrams, but not shown on plans, and vice versa, shall apply or be provided as if expressly required on both. 
 
The contractor shall provide coordination drawings or 3D (BIM) model; detailing major elements, components, 
and systems of mechanical equipment and materials in relationship with other systems, installations, and building 
components. Indicate locations where space is limited for installation and access and where sequencing and 
coordination of installations are of importance to the efficient flow of the Work. Refer to the Project's BIM 
execution plan. 
 
Drawings or 3D (BIM) model shall include but shall not be limited to the following: 
 
Clearances for installing and maintaining installation. 
Clearances for servicing and maintaining equipment, including tube removal, filter removal, valves and 
space for equipment disassembly required for periodic maintenance. 
Equipment connections and support details. 
Exterior wall and roof penetrations. 
Fire-rated wall and floor penetrations. 
Sizes and locations of required concrete pads and bases. 
Valve stem movement. 
Plumbing systems, piping and equipment. 
HVAC"
230038,CONTROLLED ENVIRONMENTAL CHAMBER,1.2,SUBMITTALS,Product Data,"Product Data: Submit manufacturer's technical data describing environmental chambers. The Data Sheet attached 
with this document shall be completed by all manufacturers submitting bids. This sheet shall be reviewed by the 
Owner/Designer and shall be used for final selection of manufacturer. All details must be provided as requested. 
All details denoted with VS (Vendor Supplied) must be provided as requested. 
Upon award, submit shop drawings showing layout, elevations, typical sections and details. Show plans, 
elevations and sections at not less than 1/4 inch scale; show details at not less than 1-1/2 inch scale. All utility 
requirements (power, water, drain, etc.) shall be provided. Wiring diagrams, piping schematics, component cut 
sheets and specifications shall also be provided after award and prior to startup. 
General: Show total layout of Controlled Environment Room(s) with relationship to adjacent building 
construction and equipment, fabrication and installation details, wall panel and roof panel data, door information, 
windows, materials, gages, fasteners, flashing, trim pieces and closures. 
Calculations: Supporting equipment selection. Indicate design loads added for door openings, air changes, direct 
supply air, lighting, personnel, process equipment, environmental room equipment and product load. 
Controls: Submit complete single-line diagrams, schematic diagrams, wiring diagrams, software descriptions, and 
all other details required to demonstrate that system has been coordinated and will properly function asa system. 
Provide outline dimensions, mounting details, weights, power requirements, console/cabinet/panel arrangements, 
system functional descriptions, Input/Output (I/O) point summary and I/O signal conditioning requirements. 
Refrigerants: 
Refrigerant Charge in pounds of refrigerant per ton of cooling capacity. 
Refrigerant Type. 
Equipment Type. 
Closeout Submittals: 
Operation and Maintenance Manuals: Include startup, operation and maintenance instructions, parts listing with 
sources indicated; recommended spare parts inventory listing, emergency instructions and similar information. 
Control systems: Include complete single-line diagrams, schematic diagrams, wiring diagrams, outline 
dimensions, mounting details, weights, power requirements, console/cabinet/panel arrangements, system 
functional descriptions, Input/Output (I/O) point summary and I/O signal conditioning requirements. Wiring 
diagrams to clearly show connetion points for remote monitoring signals. 
Testing Reports: Refrigerant Testing and Charging reports, Temperature Mapping, etc. 
Keys: Three (3) sets of marked and identified keys to operate all key operated functions, including control panel 
door"
230038,CONTROLLED ENVIRONMENTAL CHAMBER,1.3,WARRANTY,Warranty,"Equipment, parts, and labor shall be guaranteed in written form fora period of one year from the date of chamber 
start-up and continuous normal operation. The warranty shall guarantee that the chamber shall maintain within 
the specified tolerance the selected temperature and humidity settings, shall be free from condensate on the outside 
of the chamber, and shall be free from defects due to faulty materials or workmanship. 

All refrigeration compressors included in any of the above equipment shall be provided with an additional four-
year warranty on material (5 years total). All modular panels and door hardware shall be provided with an 
additional nine-year warranty on material (10 years total). All LED lamps shall be provided with an additional 
two-year warranty, minimum, on material (3 years total). 

The chamber installer shall providea service contract proposal and shall warrant the equipment fora period of 
one year. The service contract shall provide emergency callback service, free of charge, ona 24-hour, 7-daysa 
week basis during the warranty period. In addition, the manufacturer shall provide 8-hour emergency service and 
24-hour non-emergency service by factory personnel or an authorized service center. 

The warranty shall not apply to equipment subjected to accidents, improper voltage, abuse, or misuse. 

The manufacturer shall prominently place the name of installer/service agency to be contacted during warranty 
period on the equipment. 

Services ofa factory-trained representative shall be made available for one (1) man-day minimum to provide 
instruction on the control system, review contents of the operation manual, and to provide general instruction on 
the proper use and care of the equipment. Multiple training sessions shall be made available within one (1) day. 
Instruction shall be provided by factory-trained technicians only. Sub-contractors shall not perform this service. 

In-Service Training Seminars: The manufacturer shall have available factory-instructed service seminars on this 
type of equipment to assure the maintenance staffs familiarity and competence with all operating and 
maintenance functions to allow self-directed maintenance if desired."
230241,VIBRATION AND SEISMIC CONTROLS,1.5,SUBMITTALS,General,"Product Data 

Include rated load, rated deflection, and overload capacity for each vibration isolation device. 

Illustrate and indicate style, material, strength, fastening provision, and finish for each type and size of 
seismic-restraint component used. 

Tabulate types and sizes of seismic restraints, complete with report numbers and rated strength 
in tension and shear as evaluated by an agency acceptable to authorities having jurisdiction. 

Annotate to indicate application of each product submitted and compliance with requirements. 

Coordination Drawings: Show coordination of seismic bracing or vibration pipe movement for piping and 
equipment with other systems and equipment in the vicinity, including other supports and seismic or vibration 
restraints. 

Welding certificates. 

Qualification Data: For professional engineer and testing agency."
230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.1. General 
 
All submittals shall display Owners Equipment tag number. Submittals shall be legible with sufficient space for 
comments. 
"
230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.2. Acceptable Manufacturers 
 
Provide materials and equipment only from the manufacturers indicated in the specification. Submittals of 
material or equipment manufactured by other than those indicated will be returned. If no manufacturers are 
indicated, then any product or material that complies with the specification for the intended application may be 
submitted for approval. 
"
230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.3. Submittal Procedures 
 
Coordination: A submittal schedule shall be prepared by the manufacturer and approved by the owner or the 
owners representative prior to award of P.O. 
 
Processing: Allow sufficient review time so that installation will not be delayed asa result of the time required 
to process submittals, including time for resubmittals. 
 
Allow ten working days for initial review. 
 
If an intermediate submittal is necessary, allow ten working days for reprocessing each submittal. 
 
No extension of contract time will be authorized because of failure to transmit submittals to the Owner or Owner's 
Representative sufficiently in advance of the work to permit processing. 
 
Submittal Preparation: Placea permanent label or title block on each submittal for identification. Indicate the 
name of the entity that prepared each submittal on the label or title block. 
 
Providea space approximately 4'' x 5'' on the label or beside the title block on Shop Drawings to record the 
Owner's or Owner's Representative review and approval markings and the action taken. 
Include the following information on the label or title block for processing and recording action taken. 
 
Project name 
Date 
Name and address of Owner 
Name and address of Engineer 
 
Name and address of Manufacturer 
Equipment number and equipment name 
 
Submittal Transmittal: Transmit each submittal from Manufacturers to Owner or Owner's Representative using 
a transmittal form. 
 
Submittals: Submit one (1) electronic copy of each required submittal ina single combined PDF format. The 
Engineer will mark and return one (1) electronic copy in PDF format with action taken and corrections or 
modifications required. The Owner will retain one (1) electronic copy of returned document. Retain copy of 
each final approved submittal for inclusion in O&M manuals. 
 
On the transmittal record relevant information and requests for data. On the form, or separate sheet, record 
deviations from Contract Document requirements, including minor variations and limitations. 
 
Electronic submittals from Contractor to Owner or Owners Representative are acceptable. The subject line shall 
clearly indicate the equipment/system being submitted including specification section number. The body of the 
email or fax cover sheet shall clearly list the information indicated in the Submittal Preparation section of this 
specification. Email attachments shall be in Microsoft Word, AutoCAD, MicroStation, PDF, TIFF or another 
approved format. 
"
230501,MECHANICAL EQUIPMENT GENERAL REQUIREMENTS,1.4-1,SUBMITTALS,General,"1.4.4. Submittals Definitions 
 
Manufacturers Qualifications: Provide standard literature, which illustrates the Manufacturers qualifications to 
perform the work indicated as required by the technical specification. Include certification of specific capabilities 
that would be required to comply with the technical specification (e.g., certified welders, electricians and 
registered engineers) and any ASME certification if the Manufacturer intends to manufacture equipment requiring 
ASME certification (vessels, heat exchangers, etc.). Provide examples of similar projects the Manufacturer has 
undertaken within the past five (5) years, including scope of work and general descriptions of each project. 
 
Equipment Description: Provide equipment description, sketches or bulletins indicating performance 
characteristics, features of the equipment, controls and instrumentation, valves, dimensions, estimated weight of 
unit (empty and full), and auxiliaries furnished. 
 
Component Data Information: Provide standard component data sheets for ALL components to be provided by 
outside sources or manufacturers. Where product data must be specially prepared because standard printed data 
is not suitable for use, submit as shop drawings. Product data shall include manufacturer, model number, catalog 
cut sheets and data indicating performance characteristics (i.e. performance curves), features, controls, 
instrumentation, wiring diagrams, equipment dimensions, estimated weights, heat rejection load when operating, 
auxiliaries, specialties, or accessories furnished, roughing-in or anchor diagrams and templates, manufacturer's 
installation and operating instructions, service clearance requirements, materials and finishes of all components. 
 
Mark each copy to show applicable choices and options. Where printed, Product Data includes information on 
several products, some of which are not required, mark copies to indicate the applicable information. 
 
Detailed Fabrication Schedule: Providea detailed fabrication schedule including critical review milestones and 
allowable review period per milestone. Any materials required for testing shall also be included in the schedule. 
Start-up and training assistance shall be included in the overall schedule. 
 
Standard QC Procedures: The Manufacturer's standard Quality Control (QC) procedures, acceptance criteria, and 
inspection procedures for both Manufacturer assembled systems and job shop or Manufacturer assembled 
components. 
 
Seismic Requirements: Provide seismic calculations performed to meet requirements where equipment will be 
installed. Calculations shall be sealed bya PE registered in that state. 
 
Utility Consumption Requirements: Provide consumption calculations and data for all utilities required, including 
average, instantaneous and peak demand loads, and their relative frequencies. 
 
Specific Service Support Plan: Provide specific information regarding the manufacturers capability to respond 
to emergency service calls. Provide the quantity of available service technicians, including their discipline and 
their location and costs for warranty and non-warranty support. 
 
Spare Parts List: Provide manufacturers recommended spare parts list. Indicate part number and generic 
description of the equipment part and the manufacturer. 
 
Bill of Material: Providea bill of material that lists all the major components of the proposed system, including 
description, part number, manufacturer/vendor and quantity. 
 
Equipment Shop Drawings: Provide shop drawings for all custom equipment, including that supplied by but not 
manufactured by the Manufacturer, (i.e. pumps, filter housings, and heat exchangers). Provide scaled shop 
drawings for all vessels, skids and air-handling units. 
 
Include asa minimum the following information on drawings or diagrams: 
 
Dimensions 
Identification of products and materials included; material thickness, surface finishes, etc. 
Orientations and schedule of all connections, nozzles and appurtenances 
Pressure and temperature ratings 
Notation of dimensions established by field measurement 
Estimated weight of unit (shipping and operating) 
Clearances for access and service 
 
Submit shop drawings on sheets at least 8"" x 11"", but no larger than 30"" x 42"" and/or electronically. 
 
System P&IDs: Provide Process and Instrumentation Diagrams that are specific for each system and that indicate 
all valves, instruments, piping, equipment, I&C logic and other components that will be used on the systems. 
 
Completed Specification Data Sheets: Provide all completed data sheets referenced in the technical specification. 
Complete all fields identified as VS* (Vendor Specified), as well as indicating any fields where the specified data 
differs from the Manufacturer's offering. This work can be done by hand directly on the data sheets provided it 
is legible and easily understood. 
 
Functional Specification (FS): Provide detailed information on the control system functionality including 
sequences, set points, interlocks, alarms, user interfaces, component interfaces, reporting, security, data handling, 
control hardware and software, and any other information required to describe and configure the overall control 
system. 
 
Shipping and Assembly Drawings: Provide detailed drawings indicating the shipping configuration of each 
system, including location and type of all rigging points. If the piece of equipment will be shipped in sub-sections, 
the drawings shall clearly indicate the boundaries, dimensions and weights of the sections. Assembly drawings 
shall also be provided to indicate how the sub-sections will be re-joined, including all mating points and types of 
connections between systems. Provide dimensioned plan, elevation and section drawings, and isometric drawings 
as needed to clearly indicate this information. 
 
Factory Acceptance Testing (FAT) Procedure: Provide the Manufacturers FAT procedure incorporating the tests 
indicated in the equipment specification. 
 
As-Built and Certified Equipment Drawings: Provide certified drawings that reflect the as-built status for all 
drawings previously issued for review and approval. All drawings shall indicate the Owner's purchase order 
number, equipment item number, project number, description, National Board number when applicable, and 
manufacturer's serial number. Certified drawings shall be signed and dated by an authorized representative of the 
manufacturer of that component or system. 
 
Testing and Calibration Equipment Data: Provide calibration procedures and current NIST traceable calibration 
certifications for all instruments used for calibration or testing of systems, including pressure gauges used for 
hydrostatic tests. 
 
ASME Data:"
230510,HYDRONIC SYSTEM SPECIALTIES,1.2,SUBMITTALS,General,Product data for each item specified here-in.
230510,HYDRONIC SYSTEM SPECIALTIES,1.4,EXTRA MATERIALS,Attic Stock,"For each type of balancing valve and automatic flow control valve, provide flowmeter, probe, hoses, flow charts 
and carrying case. Turn over to Owner at system start-up/turnover."
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-1,SUBMITTALS,General,Dimensions
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-1,SUBMITTALS,General,"Motor speed versus torque curve at 100 percent, 90 percent, and 80 percent rated voltage"
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-10,SUBMITTALS,General,"Guaranteed efficiency and power factor at full load

The following data shall be furnished for all motors 150 HP or larger and for all motors that have high inertia
loads or acceleration times over eight (8) seconds at full voltage:"
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-2,SUBMITTALS,General,Nameplate rating
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-2,SUBMITTALS,General,Load speed versus torque curve
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-3,SUBMITTALS,General,Connection data if more than three leads are brought out to the terminal box
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-3,SUBMITTALS,General,"Motor current versus speed curve at 100 percent, 90 percent, and 80 percent rated voltage"
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-4,SUBMITTALS,General,"Auxiliary devices such as thermal switch, temperature sensor, space heater"
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-4,SUBMITTALS,General,Motor inertia and load inertia
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-5,SUBMITTALS,General,Bearings
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-5,SUBMITTALS,General,Motor stall time (hot and cold)
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-6,SUBMITTALS,General,Lubrication recommendations
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-6,SUBMITTALS,General,Open circuit time constant
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-7,SUBMITTALS,General,Parts list
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-7,SUBMITTALS,General,No-damage thermal limit curve
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-8,SUBMITTALS,General,Weight
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-8,SUBMITTALS,General,Locked rotor power factor
230513,LOW VOLTAGE INDUCTION MOTOR,1.4.-9,SUBMITTALS,General,Motor mounting details
230535,CRYOGENIC PIPING SPECIALTIES,1.1,SUBMITTALS,General,"Provide complete submittal for approval of piping layout and design including all piping and piping specialty 
components."
230535,CRYOGENIC PIPING SPECIALTIES,3.6,TRAINING,O&M Training And Demonstration,"Train Owner's maintenance personnel on procedures and schedules related to start-up and shut-down, 
troubleshooting, servicing, and preventative maintenance of cryogenic system. 

Review data in Operating and Maintenance Manuals. 

Schedule training with Owner through the Engineer, with at least seven (7) days advance notice."
230540 _revised_905,PUMPS,1.4-1,SUBMITTALS,General,"1.4.1. Completed Data Sheets 
 
The Vendor/Manufacturer shall complete all fields indicated as VS* (Vendor Specified) on the schdule, as well 
as correct/modify any other fields and values as required, and submit them with the initial bid, and as part of the 
final submittal documentation."
230575,"BREECHINGS, CHIMNEYS, AND STACKS",1.1,SUBMITTALS,Certificates,"Certificates: Submit certificates of materials compliance with specified ASTM, UL and ASHRAE requirements, 
NFPA 54 National Fuel Gas Code, and NFPA 31 Installation of Oil-Burning Equipment 
Certificates: Submit Welders' Qualification Certificates. 
Certificates: Submit complete engineering report certifying that stacks meet the design wind and seismic loads."
230586,WATER TREATMENT SYSTEM,1.2,EXTENDED MAINTENANCE SERVICES,Maintenance Data,"Agreement to Maintain: Provide an Agreement for Continued Service and Maintenance for water treatment 
system, for Owner's possible acceptance. Offer terms and conditions for furnishing continued testing and 
servicing, and including replacement of materials and equipment, for one-year period with option for renewal of 
Agreement by Owner."
230587,PACKAGED BASIN SWEEPER SKID,1.2,WARRANTY,Warranty,Agreement to Maintain: Providea one year warranty after installation.
230670,VARIABLE FLOW REFRIGERANT SYSTEM,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, outlet velocities, static pressures, sound power characteristics, 
motor requirements, and electrical characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. Distinguish between field and factory wiring. 
Samples for Initial Selection: For units with factory-applied color finishes. 
Field quality-control test reports"
230670,VARIABLE FLOW REFRIGERANT SYSTEM,1.6,WARRANTY,Warranty,"The units shall be covered by the manufacturers limited warranty fora period of one (1) year parts and seven (7) 
year compressor to the original owner from date of installation."
230670,VARIABLE FLOW REFRIGERANT SYSTEM,3.5,DEMONSTRATION,O&M Training And Demonstration,"Engagea factory-authorized service representative to train Owner's maintenance personnel to adjust, operate, and 
maintain units."
230711,COOLING TOWERS,1.1,SUBMITTAL REQUIREMENTS,General,Provide submittals in compliance with Section 230010[jcs1].
230810,HUMIDIFIERS,1.3,SUBMITTALS,Product Data,"Product Data: Include rated capacities, furnished specialties, and accessories for each type of product indicated. 
Include performance data in terms of capacities, pressure drops, absorption distances, heat losses and electrical 
characteristics. 
Shop Drawings: Diagram power, signal, and control wiring. 
Field quality-control test reports. 
Operation and Maintenance Data: Provide operation, and maintenance manuals."
230835,AIR COILS,1.4,SUBMITTALS,General,"Submit shop drawings for all coils in compliance with Section 230010 requirements. Submittals shall include all 
performance data noted in schedules."
230835,AIR COILS,1.5,WARRANTY,Warranty,"Air Coils shall be guaranteed to achievea minimum of the capacity indicated on the respective schedules and 
shall havea minimum one year parts and labor warranty for material or workmanship defects. Division 01 
Warranty requirements apply to this section."
230856,AIR ROTATIONAL UNITS,1.3,BID REQUIREMENTS,Product Data,"The bid data shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedule(s). It is the responsibility of the supplier to highlight 
any variances the equipment has with the requirements of this specification. Information shall be provided in the 
same measurement units as indicated in the schedule(s). 

Product data shall also be included at time of bid, including dimensions, weights, capacities, component 
performance, electrical characteristics, casing construction details, section splits, gauges and material finishes. 
The bids shall provide independent fan curves for operating/design conditions [not fan tables], with specified 
operating/design points clearly plotted (include internal pressure drop calculation). 

The bids shall provide coil selection worksheets, clearly showing proper consideration for altitude, air density, 
glycol corrections and indicate coil tube fin and casing construction. 

The manufacturer shall submit preliminary manufacturers recommended installation instructions with bid. 

The manufacturer shall havea list of all exceptions to the specification at time of bid."
230856,AIR ROTATIONAL UNITS,1.4,SUBMITTALS,General,"General: Refer to specifications 230010 and 230050 for additional requirements. 

Product data shall include dimensions, weights, capacities, certifications, component performance, electrical 
characteristics, casing construction details, wiring interconnections, gauges and material finishes. 

The submittal shall provide all technical information relevant to the product being provided, including but not 
limited to, all the information shown in the attached schedules and drawings(s). It is the responsibility of the 
supplier to highlight any variances the equipment has with the requirements of this specification whether or not 
pre-approval has been obtained. Information shall be provided in the same measurement units as indicated in the 
schedules and drawings(s). 

The submittal(s) shall provide independent fan curves for operating/design conditions [not fan tables], with 
specified operating/design points clearly plotted. 

The submittal(s) shall provide coil selection worksheets, clearly showing proper consideration for altitude, air 
density, glycol corrections and indicate coil tube fin and casing construction. 

The submittal(s) shall provide filter information, including: initial (clean) APD, final (dirty) APD, dust spot 
efficiency, final dust holding capacity, filter media description, filter frame details, and filter removal details. 

The manufacturer shall submit sound power levels for both air handling unit inlet, outlet and radiated at rated 
capacity. 

The manufacturer shall submit electrical requirements for power supply wiring including wiring diagrams for 
interlock and control wiring, clearly indicating factory-installed and field-installed wiring. 

The manufacturer shall submit the manufacturers recommended installation instructions. 

Provide drawings of unit arrangement with dimensions for system and sections including utility connections. 
Omission of any of the above information will cause shop drawings to be immediately returned without review."
230856,AIR ROTATIONAL UNITS,1.6,WARRANTY,Warranty,"A warranty shall be provided by the manufacturer for the air handling unit(s). Sub-Contractor shall assume 
manufacturers warranty in its entirety, as if the equipment had been purchased by the Sub-Contractor. It shall 
be the responsibility of the Sub-Contractor, during the term of the warranty, to respond to reports of evident 
malfunction or failure, as though the equipment had been furnished by him, conduct the necessary diagnostic 
efforts, and if the malfunction is deemed by him to be the manufacturers warranty liability, to so resolve this 
responsibility with the manufacturer as the Owners agent."
230856,AIR ROTATIONAL UNITS,3.5,EXTRA FILTER STOCK,Attic Stock,"The manufacturer will provide one extra set of pre-filters for each air handling unit. Install new filters at 
completion of air handling system work, and prior to testing, adjusting, and balancing work. Obtain receipt from 
testing and balancing Sub-Contractor that new filters have been installed."
230910,DUCTWORK ACCESSORIES,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated. 
Shop Drawings: Indicate installation details in ductwork and other construction. Provide wiring diagrams."
230910,DUCTWORK ACCESSORIES,3.3,ADJUSTING AND CLEANING,Attic Stock,"Adjusting: Adjust ductwork accessories for proper settings, and adjust for proper action. 

Extra Stock 

Furnish extra fusible links to Owner, one (1) link for every 10 installed of each temperature range; obtain receipt."
230932,AIR OUTLETS AND INLETS,1.4,SUBMITTALS,Product Data,"Product Data: For each type of product indicated, include the following: 
Indicate materials of construction, finish, and mounting details; and performance data including throw 
and drop, static-pressure drop, accessories and noise ratings. 
It is the responsibility of any manufacturer providing submittals to verify in advance their performance criteria is 
similar to Basis of Design (BOD) manufacturer in the following criteria. 
General compatibility- style, construction, ceiling or wall integration, fastening, color and accessories. 
Performance: 
NC level shall be equal to or less than BOD 
Static and total pressure shall be equal to or less than BOD 
 
Isothermal throw data at 150/100/50 fpm shall be within plus or minus 5% of the BOD values for 
standard products. Air devices for labs and critical spaces shall be shown with cooling temperature 
differentials of 5/10/15 degrees and throws of 100/75/50/30 fpm. 
Data shall be presented by computerized selection software. Catalog charts and graphs are not acceptable 
unless the tabular data is rated within 10% of the BOD performance selected. 
Manufacturers not complying with all portions of requirements will be rejected and not subject to further 
review by the design professional."
230932,AIR OUTLETS AND INLETS,3.4,SPARE PARTS,Attic Stock,"Furnish to Owner, with receipt, three operating keys for each type of air outlet and inlet that require them."
230934,LABORATORY CONTROL SYSTEM,1.2,WARRANTY..................................................................................................................................... 1,Warranty,PRODUCTS.......................................................................................................................................... 1
